,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
1604,Sao Paulo,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,65-69,-23.551071,-46.62501
1605,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,65-69,-23.646386,-46.674407
1606,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,65-69,-23.6812682017,-46.7857953741
1607,Sao Paulo,2017,3,Masculino,Noite,Choque,Automovel,65-69,-23.492065,-46.494185
1608,Sao Paulo,2017,3,Masculino,Noite,Colisao,Pedestre,65-69,-23.5237,-46.697755
1609,Sao Paulo,2017,3,Feminino,Manha,Atropelamento,Pedestre,70-74,-23.553034,-46.634696
1610,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,70-74,-23.642798,-46.776651
1611,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,70-74,-23.6048526216,-46.4711565774
1612,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,70-74,NAO DISPONIVEL,NAO DISPONIVEL 
1613,Sao Paulo,2017,3,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.668466,-46.787274
1614,Sao Paulo,2017,3,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.511797,-46.653144
1615,Sao Paulo,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,75-79,NAO DISPONIVEL,NAO DISPONIVEL 
1616,Sao Paulo,2017,3,Masculino,Manha,Atropelamento,Pedestre,75-79,-23.580000198,-46.50894041
1617,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,75-79,-23.434539808,-46.786286831
1618,Sao Paulo,2017,3,Masculino,Tarde,Atropelamento,Pedestre,75-79,-23.746234,-46.707522
1619,Sao Paulo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.7546700027,-46.6680770715
1620,Sao Paulo,2017,3,Masculino,Nao Disponivel,Atropelamento,Pedestre,80 Ou Mais,-23.60118,-46.511747
1621,Sao Paulo,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,80 Ou Mais,NAO DISPONIVEL,NAO DISPONIVEL 
1622,Sao Paulo,2017,3,Feminino,Manha,Colisao,Onibus,Nao Disponivel,-23.746099,-46.664076
1623,Sao Paulo,2017,3,Feminino,Manha,Colisao,Onibus,Nao Disponivel,-23.746099,-46.664076
1624,Sao Paulo,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,Nao Disponivel,-23.6364379861,-46.595118966
1625,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-23.59718865,-46.5330500878
1626,Sao Paulo,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-23.612008,-46.487575
1627,Sao Pedro,2016,12,Masculino,Manhã,Colisão,Automóvel,55-59,-22.5634502931,-47.852933619
1628,Sao Pedro,2016,12,Masculino,Tarde,Colisão,Motocicleta,70-74,-22.580098408,-47.860414804
1629,Sao Pedro,2017,1,Masculino,Tarde,Colisão,Automóvel,40-44,-22.5677579979,-48.0134036495
1630,Sao Pedro,2017,1,Masculino,Tarde,Colisão,Caminhão,40-44,-22.5636052094,-47.9436060742
1631,Sao Roque,2016,12,Masculino,Noite,Outros,Motocicleta,0-17,-23.544266927,-47.1282321696
1632,Sao Roque,2017,2,Masculino,Manhã,Choque,Motocicleta,30-34,Não Disponível,Não Disponível
1633,Sao Roque,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.422346754,-47.16277615
1634,Sao Roque,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,25-29,-23.518813,-47.140049
1635,Sao Roque,2017,3,Masculino,Madrugada,Colisao,Automovel,35-39,-23.5552632769,-47.1089457301
1636,Sao Roque,2017,3,Masculino,Noite,Colisao,Motocicleta,40-44,-23.548679,-47.067516
1637,Sao Roque,2017,3,Masculino,Noite,Atropelamento,Pedestre,75-79,-23.524116,-47.134691
1638,Sao Sebastiao,2016,12,Masculino,Madrugada,Outros,Caminhão,18-24,-23.7879972569,-45.5863165705
1639,Sao Sebastiao,2016,12,Masculino,Madrugada,Outros,Caminhão,30-34,-23.7879972569,-45.5863165705
1640,Sao Sebastiao,2017,1,Masculino,Tarde,Outros,Motocicleta,18-24,-23.7971014374,-45.5463323516
1641,Sao Sebastiao,2017,1,Masculino,Manhã,Colisão,Motocicleta,55-59,-23.773809051,-45.672974088
1642,Sao Sebastiao,2017,1,Masculino,Manhã,Outros,Caminhão,55-59,-23.7879972569,-45.5863165705
1643,Sao Sebastiao,2017,1,Masculino,Noite,Não Disponível,Motocicleta,55-59,Não Disponível,Não Disponível 
1644,Sao Sebastiao,2017,1,Masculino,Manhã,Atropelamento,Pedestre,60-64,-23.773809051,-45.672974088
1645,Sao Sebastiao Da Grama,2017,2,Masculino,Não Disponível,Colisao,Automovel,35-39,-21.7053928497,-46.8452406722
1646,Sao Simao,2017,1,Masculino,Noite,Colisão,Motocicleta,30-34,-21.52777833,-47.642481023
1647,Sao Simao,2017,3,Feminino,Tarde,Choque,Automovel,18-24,-21.460923,-47.451996
1648,Sao Vicente,2016,12,Masculino,Manhã,Choque,Motocicleta,18-24,-23.973,-46.390422
1649,Sao Vicente,2016,12,Masculino,Noite,Atropelamento,Pedestre,25-29,-23.9755454814,-46.4015783181
1650,Sao Vicente,2016,12,Masculino,Tarde,Colisão,Motocicleta,25-29,-23.970309,-46.38422
1651,Sao Vicente,2016,12,Masculino,Tarde,Choque,Automóvel,30-34,-23.95489,-46.461181
1652,Sao Vicente,2016,12,Feminino,Noite,Atropelamento,Pedestre,50-54,-23.950564,-46.384757
1653,Sao Vicente,2016,12,Masculino,Noite,Colisão,Motocicleta,55-59,-23.985136,-46.467488
1654,Sao Vicente,2016,12,Masculino,Tarde,Colisão,Automóvel,60-64,-23.950649,-46.39831
1655,Sao Vicente,2017,1,Feminino,Noite,Atropelamento,Pedestre,0-17,Não Disponível,Não Disponível 
1656,Sao Vicente,2017,1,Masculino,Madrugada,Colisão,Motocicleta,18-24,-23.966233,-46.376114
1657,Sao Vicente,2017,1,Masculino,Manhã,Colisão,Automóvel,18-24,-23.977302,-46.441155
1658,Sao Vicente,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,30-34,Não Disponível,Não Disponível 
1659,Sao Vicente,2017,1,Masculino,Madrugada,Colisão,Motocicleta,30-34,-23.98860977,-46.493789857
1660,Sao Vicente,2017,1,Masculino,Tarde,Outros,Motocicleta,45-49,Não Disponível,Não Disponível 
1661,Sao Vicente,2017,2,Feminino,Tarde,Atropelamento,Pedestre,35-39,-23.969023,-46.362065
1662,Sao Vicente,2017,2,Masculino,Noite,Atropelamento,Pedestre,40-44,-23.988805,-46.491841
1663,Sao Vicente,2017,2,Feminino,Noite,Atropelamento,Motocicleta,50-54,-23.944622163,-46.463399139
1664,Sao Vicente,2017,3,Masculino,Tarde,Outros,Motocicleta,18-24,-23.9521154286,-46.4116240202
1665,Sao Vicente,2017,3,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.972324,-46.406365
1666,Serra Negra,2016,12,Masculino,Manhã,Colisão,Motocicleta,50-54,-22.605754518,-46.725830626
1667,Serra Negra,2017,1,Masculino,Madrugada,Colisão,Motocicleta,50-54,-22.587142,-46.637929
1668,Serrana,2016,12,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-21.203668,-47.611735
1669,Serrana,2017,3,Feminino,Tarde,Colisao,Automovel,30-34,-21.2071556467,-47.6610788789
1670,Sertaozinho,2017,2,Masculino,Não Disponível,Colisao,Motocicleta,18-24,-21.153760193,-47.972346039
1671,Sertaozinho,2017,2,Masculino,Madrugada,Colisao,Automovel,30-34,-21.077071422,-47.901291376
1672,Sertaozinho,2017,2,Masculino,Não Disponível,Colisao,Motocicleta,60-64,-21.14548,-48.004409
1673,Sertaozinho,2017,3,Masculino,Noite,Choque,Automovel,18-24,-21.058188,-47.881176
1674,Sete Barras,2016,12,Masculino,Noite,Não Especificado,Não Especificado,75-79,-24.383106,-47.926795
1675,Severinia,2017,1,Masculino,Noite,Colisão,Automóvel,50-54,-20.8334041923,-48.7723166089
1676,Silveiras,2017,3,Masculino,Tarde,Outros,Motocicleta,70-74,NAO DISPONIVEL,NAO DISPONIVEL 
1677,Socorro,2016,12,Masculino,Tarde,Choque,Bicicleta,45-49,-22.605025,-46.529139
1678,Socorro,2017,2,Masculino,Manhã,Colisao,Motocicleta,30-34,Não Disponível,Não Disponível
1679,Socorro,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,Nao Disponivel,-22.6730673206,-46.5598459859
1680,Sorocaba,2016,12,Masculino,Manhã,Atropelamento,Pedestre,18-24,-23.491116,-47.471919
1681,Sorocaba,2016,12,Masculino,Noite,Choque,Motocicleta,25-29,-23.486154,-47.510701
1682,Sorocaba,2016,12,Feminino,Manhã,Choque,Automóvel,50-54,-23.492805,-47.484879
1683,Sorocaba,2017,1,Feminino,Manhã,Colisão,Automóvel,0-17,-23.432128,-47.442837
1684,Sorocaba,2017,1,Não Disponível,Noite,Choque,Não Disponível,18-24,-23.483905,-47.427194
1685,Sorocaba,2017,1,Masculino,Tarde,Colisão,Motocicleta,25-29,-23.469898,-47.491608
1686,Sorocaba,2017,1,Masculino,Madrugada,Colisão,Motocicleta,35-39,-23.510358869,-47.549433168
1687,Sorocaba,2017,1,Feminino,Noite,Atropelamento,Pedestre,45-49,-23.516351,-47.501469
1688,Sorocaba,2017,1,Feminino,Não Disponível,Atropelamento,Pedestre,75-79,Não Disponível,Não Disponível 
1689,Sorocaba,2017,1,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.481324,-47.478549
1690,Sorocaba,2017,1,Masculino,Tarde,Atropelamento,Pedestre,75-79,Não Disponível,Não Disponível 
1691,Sorocaba,2017,2,Masculino,Manhã,Outros,Automovel,18-24,-23.444001,-47.52143
1692,Sorocaba,2017,2,Masculino,Madrugada,Nao Disponivel,Motocicleta,25-29,Não Disponível,Não Disponível
1693,Sorocaba,2017,2,Masculino,Manhã,Outros,Automovel,30-34,-23.444001,-47.52143
1694,Sorocaba,2017,2,Masculino,Tarde,Outros,Motocicleta,30-34,Não Disponível,Não Disponível
1695,Sorocaba,2017,2,Feminino,Madrugada,Atropelamento,Pedestre,35-39,-23.4685940223,-47.4222148084
1696,Sorocaba,2017,2,Feminino,Manhã,Outros,Automovel,35-39,-23.444001,-47.52143
1697,Sorocaba,2017,2,Feminino,Madrugada,Outros,Motocicleta,40-44,-23.506596,-47.482914
1698,Sorocaba,2017,2,Masculino,Tarde,Choque,Automovel,45-49,-23.43926,-47.516177
1699,Sorocaba,2017,3,Masculino,Madrugada,Choque,Automovel,25-29,-23.503523,-47.452444
1700,Sorocaba,2017,3,Masculino,Madrugada,Colisao,Onibus,25-29,-23.4587570704,-47.4064471349
1701,Sorocaba,2017,3,Masculino,Manha,Colisao,Motocicleta,25-29,-23.458626,-47.437905
1702,Sorocaba,2017,3,Masculino,Noite,Colisao,Motocicleta,25-29,-23.375172449,-47.526074562
1703,Sorocaba,2017,3,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.5105349805,-47.3396543593
1704,Sorocaba,2017,3,Masculino,Tarde,Colisao,Motocicleta,35-39,-23.5334441507,-47.5042391662
1705,Sorocaba,2017,3,Masculino,Tarde,Choque,Motocicleta,40-44,-23.5137572974,-47.3258498662
1706,Sorocaba,2017,3,Feminino,Tarde,Atropelamento,Pedestre,60-64,-23.485783,-47.489126
1707,Sorocaba,2017,3,Feminino,Nao Disponivel,Colisao,Pedestre,75-79,-23.487708,-47.492477
1708,Sorocaba,2017,3,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-23.504837,-47.48001
1709,Sud Mennucci,2017,1,Masculino,Manhã,Colisão,Automóvel,50-54,-20.6108585502,-50.8148816327
1710,Sumare,2016,12,Masculino,Madrugada,Colisão,Motocicleta,18-24,-22.823523,-47.267247
1711,Sumare,2016,12,Masculino,Noite,Outros,Motocicleta,18-24,-22.808314157,-47.184940947
1712,Sumare,2016,12,Masculino,Madrugada,Não Especificado,Automóvel,40-44,-22.8268252704,-47.1848244205
1713,Sumare,2016,12,Masculino,Manhã,Colisão,Automóvel,65-69,-22.836356,-47.274966
1714,Sumare,2017,1,Masculino,Madrugada,Colisão,Motocicleta,30-34,-22.838522,-47.256604
1715,Sumare,2017,2,Masculino,Tarde,Choque,Outros,18-24,-22.7956,-47.19439
1716,Suzano,2016,12,Masculino,Noite,Atropelamento,Outros,0-17,-23.6391264511,-46.3218419152
1717,Suzano,2017,2,Masculino,Noite,Atropelamento,Pedestre,0-17,-23.549596,-46.293247
1718,Suzano,2017,2,Feminino,Manhã,Atropelamento,Pedestre,55-59,-23.526855,-46.304897
1719,Suzano,2017,3,Masculino,Nao Disponivel,Outros,Motocicleta,18-24,-23.49793,-46.33072
1720,Suzano,2017,3,Masculino,Noite,Colisao,Bicicleta,18-24,-23.63013399,-46.309185526
1721,Suzano,2017,3,Masculino,Noite,Colisao,Motocicleta,45-49,-23.5835432194,-46.3553261091
1722,Suzano,2017,3,Masculino,Tarde,Outros,Bicicleta,65-69,-23.525277,-46.30615
1723,Tabatinga,2017,1,Masculino,Noite,Choque,Motocicleta,30-34,Não Disponível,Não Disponível 
1724,Taboao Da Serra,2016,12,Masculino,Noite,Atropelamento,Pedestre,18-24,-23.630746,-46.80144
1725,Taboao Da Serra,2017,2,Masculino,Manhã,Colisao,Motocicleta,18-24,-23.6077163524,-46.7665963358
1726,Taboao Da Serra,2017,2,Masculino,Tarde,Colisao,Motocicleta,30-34,-23.608518,-46.754167
1727,Taboao Da Serra,2017,2,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.6179630193,-46.8000202454
1728,Taboao Da Serra,2017,3,Masculino,Manha,Colisao,Motocicleta,18-24,-23.6247459771,-46.7874811007
1729,Taiacu,2017,2,Masculino,Noite,Colisao,Motocicleta,18-24,-21.14317,-48.513051
1730,Taiuva,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-21.09867,-48.39866
1731,Tanabi,2017,3,Feminino,Nao Disponivel,Outros,Automovel,80 Ou Mais,-20.6171809758,-49.6677960828
1732,Tapirai,2017,1,Masculino,Tarde,Colisão,Motocicleta,25-29,-24.0305550928,-47.5583222763
1733,Tapirai,2017,3,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.9797761892,-47.5093395724
1734,Taquaritinga,2016,12,Masculino,Tarde,Colisão,Motocicleta,25-29,Não Disponível,Não Disponível 
1735,Taquaritinga,2016,12,Masculino,Manhã,Não Especificado,Bicicleta,75-79,-21.41332,-48.511381
1736,Taquaritinga,2017,1,Masculino,Manhã,Atropelamento,Pedestre,40-44,-21.40568,-48.47677
1737,Taquaritinga,2017,1,Masculino,Noite,Colisão,Automóvel,50-54,-21.47697,-48.60111
1738,Taquarituba,2017,1,Masculino,Madrugada,Outros,Caminhão,18-24,-23.558905964,-49.2499838577
1739,Tatui,2016,12,Masculino,Manhã,Não Especificado,Não Especificado,18-24,-23.301192,-47.891748
1740,Tatui,2016,12,Masculino,Noite,Colisão,Motocicleta,35-39,-23.355049,-47.862184
1741,Tatui,2017,2,Masculino,Tarde,Colisao,Caminhao,35-39,-23.265048,-47.840685
1742,Tatui,2017,2,Feminino,Tarde,Colisao,Motocicleta,40-44,-23.346789876,-47.8386285152
1743,Tatui,2017,2,Masculino,Noite,Outros,Bicicleta,60-64,-23.34295,-47.849479
1744,Tatui,2017,2,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.35857865,-47.87735702
1745,Tatui,2017,3,Masculino,Noite,Colisao,Motocicleta,35-39,-23.3961808388,-47.7650805164
1746,Taubate,2016,12,Feminino,Tarde,Colisão,Automóvel,18-24,-23.1987130625,-45.4730960086
1747,Taubate,2016,12,Masculino,Madrugada,Não Especificado,Automóvel,25-29,-23.1251504512,-45.511292999
1748,Taubate,2016,12,Masculino,Manhã,Colisão,Motocicleta,25-29,Não Disponível,Não Disponível 
1749,Taubate,2016,12,Feminino,Não Disponível,Atropelamento,Pedestre,45-49,-23.0020135211,-45.5040430341
1750,Taubate,2017,1,Masculino,Não Disponível,Colisão,Motocicleta,30-34,-23.159183195,-45.4854168169
1751,Taubate,2017,1,Masculino,Não Disponível,Outros,Bicicleta,30-34,-22.994577,-45.651855
1752,Taubate,2017,1,Masculino,Tarde,Não Disponível,Não Disponível,60-64,Não Disponível,Não Disponível 
1753,Taubate,2017,3,Feminino,Noite,Colisao,Automovel,18-24,-23.1892217208,-45.4596871495
1754,Taubate,2017,3,Masculino,Tarde,Colisao,Automovel,50-54,-23.142013769,-45.4940383
1755,Taubate,2017,3,Masculino,Noite,Colisao,Bicicleta,55-59,-22.994257,-45.528799
1756,Taubate,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Motocicleta,70-74,NAO DISPONIVEL,NAO DISPONIVEL 
1757,Teodoro Sampaio,2017,1,Feminino,Noite,Colisão,Automóvel,18-24,-22.5197617575,-52.317152449
1758,Teodoro Sampaio,2017,1,Masculino,Noite,Colisão,Automóvel,25-29,-22.5197617575,-52.317152449
1759,Teodoro Sampaio,2017,1,Masculino,Noite,Colisão,Automóvel,25-29,-22.5197617575,-52.317152449
1760,Teodoro Sampaio,2017,1,Feminino,Noite,Colisão,Automóvel,30-34,-22.5197617575,-52.317152449
1761,Teodoro Sampaio,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Nao Disponivel,55-59,NAO DISPONIVEL,NAO DISPONIVEL 
1762,Tiete,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.1186316345,-47.7118820567
1763,Tiete,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-23.1186316345,-47.7118820567
1764,Tiete,2017,3,Masculino,Noite,Colisao,Automovel,50-54,NAO DISPONIVEL,NAO DISPONIVEL 
1765,Tremembe,2016,12,Feminino,Madrugada,Não Especificado,Não Especificado,35-39,-22.986254,-45.52067
1766,Tremembe,2017,2,Masculino,Não Disponível,Outros,Automovel,55-59,-22.992344,-45.563111
1767,Tupa,2017,1,Feminino,Manhã,Colisão,Motocicleta,50-54,-21.945223,-50.508086
1768,Tupa,2017,2,Masculino,Manhã,Choque,Motocicleta,30-34,-21.943687,-50.495193
1769,Tupa,2017,2,Masculino,Noite,Outros,Motocicleta,30-34,-22.065542,-50.57424
1770,Tupa,2017,2,Feminino,Noite,Outros,Motocicleta,45-49,-22.065542,-50.57424
1771,Tupa,2017,3,Masculino,Noite,Choque,Motocicleta,18-24,-21.937335,-50.488924
1772,Tupa,2017,3,Masculino,Manha,Colisao,Bicicleta,65-69,-21.939754,-50.497342
1773,Ubarana,2017,2,Masculino,Madrugada,Colisao,Motocicleta,45-49,-21.1539641956,-49.7071757936
1774,Ubatuba,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,25-29,-23.438651,-45.091124
1775,Ubatuba,2016,12,Masculino,Noite,Colisão,Automóvel,30-34,-23.4138406065,-45.0278434541
1776,Ubatuba,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,30-34,-23.438617,-45.091105
1777,Ubatuba,2016,12,Feminino,Manhã,Choque,Automóvel,65-69,-23.378801693,-45.1190762624
1778,Ubatuba,2016,12,Masculino,Manhã,Choque,Automóvel,75-79,-23.378801693,-45.1190762624
1779,Uchoa,2016,12,Masculino,Madrugada,Colisão,Automóvel,18-24,-21.0321882652,-49.1518860456
1780,Uchoa,2016,12,Masculino,Manhã,Atropelamento,Pedestre,45-49,Não Disponível,Não Disponível 
1781,Urupes,2016,12,Masculino,Noite,Choque,Caminhão,60-64,-21.243914,-49.296458
1782,Urupes,2017,3,Masculino,Tarde,Colisao,Automovel,50-54,-21.218529112,-49.3523736365
1783,Urupes,2017,3,Masculino,Tarde,Colisao,Automovel,65-69,-21.218529112,-49.3523736365
1784,Valinhos,2016,12,Masculino,Tarde,Não Especificado,Não Especificado,40-44,Não Disponível,Não Disponível 
1785,Valinhos,2016,12,Masculino,Tarde,Colisão,Motocicleta,45-49,-22.944563,-46.974711
1786,Valinhos,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-22.9981251364,-47.0326970299
1787,Valinhos,2017,1,Feminino,Não Disponível,Não Disponível,Não Disponível,45-49,Não Disponível,Não Disponível 
1788,Valinhos,2017,3,Masculino,Noite,Choque,Automovel,30-34,-23.001061736,-47.010106183
1789,Valparaiso,2017,2,Masculino,Não Disponível,Nao Disponivel,Automovel,18-24,Não Disponível,Não Disponível
1790,Vargem,2017,2,Feminino,Noite,Atropelamento,Pedestre,60-64,-22.887686135,-46.4119230193
1791,Vargem Grande Do Sul,2016,12,Masculino,Noite,Atropelamento,Pedestre,40-44,-21.830882948,-46.8790908877
1792,Vargem Grande Do Sul,2017,3,Masculino,Tarde,Colisao,Automovel,55-59,-21.8294113676,-46.8785900132
1793,Vargem Grande Paulista,2017,1,Masculino,Tarde,Choque,Automóvel,60-64,-23.648266,-47.001796
1794,Vargem Grande Paulista,2017,3,Masculino,Tarde,Colisao,Motocicleta,40-44,-23.6125290444,-47.0030449558
1795,Vinhedo,2016,12,Masculino,Não Disponível,Outros,Bicicleta,40-44,Não Disponível,Não Disponível 
1796,Vinhedo,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,25-29,-23.068341,-46.98838
1797,Vinhedo,2017,3,Feminino,Noite,Colisao,Automovel,70-74,-23.112032726,-47.002000809
1798,Vista Alegre Do Alto,2017,3,Masculino,Manha,Nao Disponivel,Nao Disponivel,35-39,-21.159475389,-48.641863429
1799,Votorantim,2017,1,Masculino,Noite,Choque,Automóvel,70-74,-23.578202,-47.45857
1800,Votorantim,2017,2,Masculino,Noite,Atropelamento,Pedestre,25-29,-23.550285,-47.457564
1801,Votorantim,2017,3,Feminino,Tarde,Outros,Motocicleta,25-29,-23.595445,-47.351225
1802,Votuporanga,2016,12,Masculino,Madrugada,Choque,Motocicleta,18-24,-20.404424,-49.984005
1803,Votuporanga,2016,12,Masculino,Noite,Colisão,Motocicleta,35-39,-20.425555,-49.958521
1804,Votuporanga,2017,2,Masculino,Noite,Nao Disponivel,Nao Disponivel,25-29,-20.352616,-49.98831
1805,Votuporanga,2017,2,Masculino,Tarde,Colisao,Caminhao,50-54,-20.3916943797,-50.0121069111
1806,Votuporanga,2017,3,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,18-24,NAO DISPONIVEL,NAO DISPONIVEL 
1807,Votuporanga,2017,3,Feminino,Manha,Atropelamento,Pedestre,60-64,-21.135136,-48.977713
1808,Zacarias,2017,1,Feminino,Não Disponível,Atropelamento,Pedestre,65-69,-21.073679,-50.086164
