,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
362,Cunha,2017,2,Masculino,Noite,Colisao,Motocicleta,55-59,-23.043125,-44.942989
363,Descalvado,2016,12,Masculino,Noite,Colisão,Automóvel,18-24,-21.908936,-47.587906
364,Diadema,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-23.731938,-46.620164
365,Diadema,2016,12,Masculino,Manhã,Colisão,Motocicleta,25-29,-23.685344,-46.620642
366,Diadema,2016,12,Masculino,Madrugada,Choque,Motocicleta,35-39,-23.712916,-46.600033
367,Diadema,2016,12,Masculino,Noite,Choque,Motocicleta,50-54,-23.695414,-46.600621
368,Diadema,2017,1,Feminino,Noite,Choque,Motocicleta,25-29,-23.6947172546,-46.6029869433
369,Diadema,2017,1,Masculino,Noite,Choque,Motocicleta,25-29,-23.6947172546,-46.6029869433
370,Diadema,2017,1,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.678912,-46.583253
371,Diadema,2017,1,Masculino,Manhã,Não Disponível,Bicicleta,55-59,-23.709003,-46.596904
372,Diadema,2017,2,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,18-24,Não Disponível,Não Disponível
373,Diadema,2017,2,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.7155329902,-46.6047964895
374,Diadema,2017,2,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.674495771,-46.628288504
375,Diadema,2017,3,Masculino,Tarde,Atropelamento,Pedestre,18-24,-23.706374,-46.599596
376,Diadema,2017,3,Masculino,Tarde,Colisao,Motocicleta,35-39,-23.7190105868,-46.6280489841
377,Diadema,2017,3,Masculino,Noite,Atropelamento,Pedestre,40-44,-23.6737178249,-46.6292903677
378,Diadema,2017,3,Masculino,Tarde,Colisao,Motocicleta,40-44,-23.6815884062,-46.6102336432
379,Dobrada,2017,2,Masculino,Noite,Colisao,Motocicleta,35-39,-21.550121,-48.384369
380,Dracena,2017,2,Masculino,Manhã,Atropelamento,Pedestre,65-69,-21.531979,-51.547835
381,Dumont,2016,12,Masculino,Manhã,Colisão,Automóvel,60-64,-21.2287368302,-47.9463170461
382,Dumont,2017,1,Masculino,Manhã,Outros,Automóvel,18-24,-21.2341726392,-47.9538233371
383,Embauba,2017,1,Masculino,Não Disponível,Outros,Caminhão,18-24,-20.992939,-48.853606
384,Embu Das Artes,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-23.6620185411,-46.8525164801
385,Embu Das Artes,2017,1,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.6829825045,-46.8584328215
386,Embu Das Artes,2017,3,Masculino,Noite,Choque,Automovel,30-34,NAO DISPONIVEL,NAO DISPONIVEL 
387,Embu Das Artes,2017,3,Nao Disponivel,Madrugada,Colisao,Automovel,Nao Disponivel,-23.6829825045,-46.8584328215
388,Embu-Guacu,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.8306356886,-46.852248861
389,Embu-Guacu,2017,1,Masculino,Noite,Não Disponível,Automóvel,40-44,-23.770423942,-46.7932172943
390,Embu-Guacu,2017,1,Masculino,Noite,Outros,Bicicleta,45-49,-23.87687,-46.79373
391,Embu-Guacu,2017,2,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,18-24,-23.8663183436,-46.830943795
392,Embu-Guacu,2017,2,Masculino,Madrugada,Outros,Motocicleta,18-24,-23.875483,-46.792429
393,Embu-Guacu,2017,2,Masculino,Manhã,Atropelamento,Pedestre,55-59,-23.7879372961,-46.8113339861
394,Embu-Guacu,2017,2,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,60-64,Não Disponível,Não Disponível
395,Espirito Santo Do Pinhal,2017,2,Masculino,Manhã,Choque,Bicicleta,55-59,-22.198307,-46.762866
396,Espirito Santo Do Pinhal,2017,3,Feminino,Tarde,Atropelamento,Pedestre,45-49,-22.1889006581,-46.7668925626
397,Estiva Gerbi,2016,12,Masculino,Tarde,Colisão,Bicicleta,50-54,-22.271536,-46.955454
398,Estrela Do Norte,2017,3,Masculino,Madrugada,Outros,Automovel,18-24,-22.486656,-51.669552
399,Euclides Da Cunha Paulista,2017,1,Masculino,Manhã,Colisão,Motocicleta,30-34,Não Disponível,Não Disponível 
400,Fartura,2016,12,Feminino,Tarde,Outros,Motocicleta,0-17,-23.3906413301,-49.5496208467
401,Fartura,2017,1,Masculino,Tarde,Colisão,Bicicleta,0-17,-23.391335,-49.509051
402,Fartura,2017,3,Feminino,Noite,Choque,Motocicleta,50-54,-23.3168267989,-49.4703470677
403,Fernandopolis,2017,1,Feminino,Não Disponível,Não Disponível,Motocicleta,30-34,-20.303611,-50.254226
404,Fernandopolis,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,65-69,-20.265054,-50.246393
405,Ferraz De Vasconcelos,2016,12,Masculino,Tarde,Outros,Automóvel,0-17,-23.557382,-46.363591
406,Ferraz De Vasconcelos,2016,12,Masculino,Noite,Colisão,Pedestre,45-49,-23.556036,-46.38939
407,Ferraz De Vasconcelos,2017,3,Nao Disponivel,Tarde,Outros,Motocicleta,25-29,-23.556762,-46.376559
408,Ferraz De Vasconcelos,2017,3,Masculino,Manha,Atropelamento,Pedestre,50-54,NAO DISPONIVEL,NAO DISPONIVEL 
409,Flora Rica,2016,12,Masculino,Tarde,Colisão,Automóvel,75-79,-21.6608130785,-51.3749446302
410,Floreal,2017,3,Feminino,Tarde,Choque,Automovel,0-17,-20.6776613316,-50.1533021367
411,Franca,2016,12,Masculino,Noite,Colisão,Bicicleta,0-17,-20.52205,-47.379743
412,Franca,2017,1,Masculino,Não Disponível,Choque,Automóvel,25-29,-20.513942,-47.38125
413,Franca,2017,1,Masculino,Não Disponível,Atropelamento,Pedestre,45-49,Não Disponível,Não Disponível 
414,Franca,2017,2,Feminino,Manhã,Colisao,Motocicleta,18-24,-20.535045,-47.413116
415,Franca,2017,2,Feminino,Não Disponível,Atropelamento,Pedestre,80 Ou Mais,-20.513572,-47.387696
416,Franca,2017,3,Masculino,Madrugada,Colisao,Automovel,30-34,-20.4961626719,-47.40684096
417,Franca,2017,3,Masculino,Madrugada,Colisao,Bicicleta,60-64,-20.543754,-47.374861
418,Franca,2017,3,Masculino,Noite,Colisao,Bicicleta,70-74,-20.483328,-47.402523
419,Francisco Morato,2017,1,Masculino,Noite,Não Disponível,Motocicleta,25-29,-23.292644,-46.707622
420,Franco Da Rocha,2016,12,Masculino,Madrugada,Não Especificado,Motocicleta,18-24,-23.331473913,-46.726888876
421,Franco Da Rocha,2017,1,Feminino,Madrugada,Atropelamento,Pedestre,35-39,-23.3219519849,-46.7536827187
422,Franco Da Rocha,2017,3,Masculino,Manha,Outros,Motocicleta,18-24,-23.3331645606,-46.7195586174
423,Franco Da Rocha,2017,3,Masculino,Tarde,Colisao,Motocicleta,35-39,-23.3136320656,-46.7569955772
424,Garca,2016,12,Masculino,Noite,Colisão,Motocicleta,18-24,-22.200214,-49.650351
425,General Salgado,2017,2,Feminino,Não Disponível,Colisao,Automovel,35-39,-20.6446277259,-50.3839853963
426,Guaimbe,2017,2,Masculino,Madrugada,Colisao,Automovel,25-29,-21.946852,-49.812947
427,Guaira,2016,12,Masculino,Manhã,Colisão,Automóvel,18-24,-20.3416427817,-48.3111346937
428,Guapiacu,2017,3,Masculino,Madrugada,Outros,Motocicleta,45-49,-20.84152,-49.214094
429,Guapiara,2016,12,Feminino,Noite,Atropelamento,Pedestre,70-74,Não Disponível,Não Disponível 
430,Guapiara,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Motocicleta,0-17,NAO DISPONIVEL,NAO DISPONIVEL 
431,Guaraci,2017,2,Masculino,Madrugada,Outros,Automovel,35-39,-20.512654,-48.906921
432,Guararapes,2017,2,Masculino,Tarde,Outros,Outros,0-17,-21.357312,-50.716444
433,Guararapes,2017,2,Masculino,Manhã,Colisao,Motocicleta,50-54,-21.2088038166,-50.6644010108
434,Guararema,2017,2,Masculino,Noite,Choque,Bicicleta,0-17,-23.419094,-46.003156
435,Guararema,2017,2,Masculino,Tarde,Atropelamento,Pedestre,75-79,Não Disponível,Não Disponível
436,Guararema,2017,3,Masculino,Madrugada,Nao Disponivel,Automovel,18-24,-23.419026,-46.003052
437,Guaratingueta,2016,12,Masculino,Tarde,Atropelamento,Motocicleta,0-17,-22.776312,-45.183397
438,Guaratingueta,2017,1,Masculino,Madrugada,Choque,Automóvel,25-29,-22.793263,-45.208494
439,Guaratingueta,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,50-54,Não Disponível,Não Disponível
440,Guaratingueta,2017,2,Feminino,Tarde,Atropelamento,Pedestre,55-59,-22.775857,-45.186606
441,Guaratingueta,2017,3,Masculino,Manha,Atropelamento,Pedestre,18-24,-22.7740847628,-45.1375561628
442,Guaratingueta,2017,3,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,45-49,NAO DISPONIVEL,NAO DISPONIVEL 
443,Guarei,2016,12,Masculino,Noite,Colisão,Automóvel,18-24,-23.3876695048,-48.1871472776
444,Guarei,2017,2,Masculino,Manhã,Atropelamento,Pedestre,70-74,-23.369698,-48.182049
445,Guaruja,2016,12,Feminino,Tarde,Outros,Motocicleta,0-17,-23.924509501,-46.286014795
446,Guaruja,2016,12,Masculino,Madrugada,Outros,Caminhão,18-24,-23.941679,-46.290472
447,Guaruja,2016,12,Masculino,Tarde,Outros,Motocicleta,18-24,-23.924509501,-46.286014795
448,Guaruja,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,65-69,Não Disponível,Não Disponível 
449,Guaruja,2016,12,Masculino,Manhã,Colisão,Bicicleta,75-79,-23.940735413,-46.28060179
450,Guaruja,2017,1,Feminino,Manhã,Colisão,Motocicleta,25-29,-23.8979248257,-46.1892964405
451,Guaruja,2017,1,Masculino,Tarde,Atropelamento,Pedestre,75-79,-23.990223,-46.285129
452,Guaruja,2017,3,Masculino,Manha,Atropelamento,Motocicleta,18-24,-23.977829,-46.272337
453,Guaruja,2017,3,Masculino,Noite,Colisao,Bicicleta,18-24,-23.975199926,-46.274567551
454,Guaruja,2017,3,Masculino,Tarde,Outros,Motocicleta,35-39,NAO DISPONIVEL,NAO DISPONIVEL 
455,Guaruja,2017,3,Masculino,Tarde,Colisao,Motocicleta,45-49,-23.941155,-46.291198
456,Guarulhos,2016,12,Masculino,Madrugada,Choque,Motocicleta,0-17,Não Disponível,Não Disponível 
457,Guarulhos,2016,12,Masculino,Madrugada,Choque,Automóvel,18-24,-23.464143,-46.526726
458,Guarulhos,2016,12,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.40912,-46.408801
459,Guarulhos,2016,12,Masculino,Manhã,Colisão,Automóvel,25-29,-23.4818521026,-46.4587471014
460,Guarulhos,2016,12,Masculino,Noite,Colisão,Automóvel,25-29,Não Disponível,Não Disponível 
461,Guarulhos,2016,12,Masculino,Tarde,Outros,Caminhão,25-29,Não Disponível,Não Disponível 
462,Guarulhos,2016,12,Feminino,Manhã,Outros,Motocicleta,30-34,-23.4688643116,-46.5100336174
463,Guarulhos,2016,12,Feminino,Madrugada,Colisão,Motocicleta,35-39,-23.431989,-46.43955
464,Guarulhos,2016,12,Masculino,Manhã,Atropelamento,Pedestre,35-39,-23.4802306131,-46.4491797865
465,Guarulhos,2016,12,Masculino,Madrugada,Não Especificado,Não Especificado,50-54,-23.451862,-46.520366
466,Guarulhos,2016,12,Masculino,Manhã,Colisão,Motocicleta,50-54,-23.467102,-46.535479
467,Guarulhos,2016,12,Masculino,Manhã,Atropelamento,Pedestre,70-74,-23.4684891944,-46.5153101899
468,Guarulhos,2016,12,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.438537,-46.524194
469,Guarulhos,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.4474006793,-46.4548902544
470,Guarulhos,2017,1,Feminino,Noite,Colisão,Automóvel,18-24,-23.4246468539,-46.4011303684
471,Guarulhos,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-23.4360340167,-46.4280029577
472,Guarulhos,2017,1,Masculino,Manhã,Não Disponível,Motocicleta,18-24,Não Disponível,Não Disponível 
473,Guarulhos,2017,1,Masculino,Madrugada,Choque,Motocicleta,25-29,-23.451737,-46.503545
474,Guarulhos,2017,1,Masculino,Noite,Não Disponível,Não Disponível,30-34,-23.46118,-46.440869
475,Guarulhos,2017,1,Masculino,Manhã,Outros,Automóvel,35-39,-23.43765,-46.466771
476,Guarulhos,2017,1,Não Disponível,Noite,Choque,Automóvel,45-49,-23.4398577553,-46.4369475063
477,Guarulhos,2017,1,Feminino,Madrugada,Choque,Automóvel,65-69,-23.4511608642,-46.4638677464
478,Guarulhos,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,70-74,-23.403428,-46.416802
479,Guarulhos,2017,1,Feminino,Noite,Colisão,Automóvel,Não Disponível,-23.4246468539,-46.4011303684
480,Guarulhos,2017,2,Feminino,Noite,Atropelamento,Pedestre,0-17,-23.440112,-46.556034
481,Guarulhos,2017,2,Feminino,Madrugada,Atropelamento,Pedestre,18-24,-23.4685802842,-46.5162943298
482,Guarulhos,2017,2,Masculino,Madrugada,Choque,Motocicleta,18-24,-23.4587047668,-46.4474876404
483,Guarulhos,2017,2,Masculino,Noite,Colisao,Motocicleta,25-29,-23.4499657068,-46.4754151107
484,Guarulhos,2017,2,Feminino,Noite,Choque,Motocicleta,30-34,-23.4646313734,-46.5293153187
485,Guarulhos,2017,2,Masculino,Noite,Colisao,Motocicleta,30-34,-23.419354662,-46.3822770605
486,Guarulhos,2017,2,Feminino,Tarde,Atropelamento,Pedestre,35-39,-23.464653,-46.529525
487,Guarulhos,2017,2,Masculino,Manhã,Atropelamento,Pedestre,35-39,-23.4211197127,-46.542943071
488,Guarulhos,2017,2,Feminino,Manhã,Colisao,Automovel,40-44,-23.397065,-46.39823
489,Guarulhos,2017,2,Masculino,Noite,Colisao,Nao Disponivel,45-49,-23.402241,-46.470116
490,Guarulhos,2017,2,Feminino,Manhã,Outros,Pedestre,50-54,-23.4587644791,-46.4820268942
491,Guarulhos,2017,2,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.459475,-46.554609
492,Guarulhos,2017,2,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.4655597984,-46.500710416
493,Guarulhos,2017,3,Masculino,Nao Disponivel,Choque,Motocicleta,18-24,-23.475965,-46.438435
494,Guarulhos,2017,3,Masculino,Noite,Atropelamento,Pedestre,30-34,-23.457861,-46.530469
495,Guarulhos,2017,3,Masculino,Noite,Colisao,Motocicleta,30-34,-23.4878005008,-46.5440180278
496,Guarulhos,2017,3,Masculino,Manha,Atropelamento,Pedestre,50-54,-23.446412,-46.534194
497,Guarulhos,2017,3,Feminino,Tarde,Atropelamento,Pedestre,55-59,-23.469763,-46.52243
498,Guarulhos,2017,3,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.460038822,-46.5224954407
499,Guarulhos,2017,3,Masculino,Manha,Colisao,Automovel,75-79,-23.451476,-46.508555
500,Guzolandia,2016,12,Masculino,Noite,Colisão,Automóvel,0-17,-20.6312933417,-50.7116614321
501,Hortolandia,2016,12,Masculino,Tarde,Atropelamento,Pedestre,30-34,-22.8899141106,-47.1650134792
502,Hortolandia,2016,12,Masculino,Tarde,Choque,Automóvel,35-39,-22.904224,-47.231543
503,Hortolandia,2017,1,Feminino,Madrugada,Atropelamento,Pedestre,65-69,-22.9036357107,-47.2133439767
504,Hortolandia,2017,2,Masculino,Madrugada,Outros,Automovel,45-49,-22.850753,-47.232291
505,Hortolandia,2017,2,Masculino,Noite,Atropelamento,Pedestre,50-54,-22.87991963,-47.197146327
506,Hortolandia,2017,3,Masculino,Noite,Atropelamento,Pedestre,50-54,-22.892328769,-47.1741468459
507,Iacanga,2017,1,Masculino,Tarde,Colisão,Automóvel,45-49,-21.8584297102,-49.0336780602
508,Iaras,2016,12,Masculino,Noite,Colisão,Caminhão,45-49,-22.8554706793,-49.1727659065
509,Iaras,2017,1,Masculino,Não Disponível,Outros,Automóvel,45-49,-22.8927759203,-49.1208548344
510,Ibate,2017,1,Masculino,Noite,Outros,Automóvel,0-17,-21.964497,-47.987143
511,Ibira,2017,2,Feminino,Tarde,Colisao,Automovel,25-29,-21.0853375812,-49.2554658794
512,Ibira,2017,2,Masculino,Tarde,Colisao,Automovel,45-49,-21.112865,-49.182099
513,Ibiuna,2016,12,Masculino,Tarde,Choque,Automóvel,25-29,-23.6632623908,-47.218934377
514,Ibiuna,2016,12,Masculino,Madrugada,Colisão,Automóvel,45-49,-23.6577160274,-47.1014101641
515,Ibiuna,2016,12,Feminino,Manhã,Atropelamento,Pedestre,60-64,Não Disponível,Não Disponível 
516,Ibiuna,2016,12,Masculino,Manhã,Colisão,Automóvel,60-64,-23.6586996559,-47.1883281101
517,Ibiuna,2016,12,Feminino,Manhã,Colisão,Automóvel,65-69,-23.6586996559,-47.1883281101
518,Ibiuna,2016,12,Masculino,Tarde,Colisão,Automóvel,70-74,-23.648554406,-47.1372607748
519,Ibiuna,2016,12,Feminino,Noite,Colisão,Automóvel,75-79,-23.675137,-47.20551
520,Ibiuna,2017,1,Feminino,Madrugada,Não Disponível,Não Disponível,30-34,-23.6550576146,-47.1200202009
521,Ibiuna,2017,1,Masculino,Noite,Outros,Automóvel,35-39,-23.6859,-47.221923
522,Ibiuna,2017,2,Masculino,Tarde,Colisao,Motocicleta,18-24,-23.6463250269,-47.2161031023
523,Ibiuna,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-23.6590953986,-47.2240336394
524,Ibiuna,2017,3,Masculino,Noite,Colisao,Automovel,40-44,-23.6919,-47.2216
525,Igarata,2017,3,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.2071386475,-46.1589847005
526,Iguape,2017,2,Masculino,Noite,Colisao,Motocicleta,40-44,-24.5028452244,-47.5625748787
527,Iguape,2017,2,Masculino,Noite,Colisao,Motocicleta,40-44,-24.5028452244,-47.5625748787
528,Iguape,2017,3,Masculino,Noite,Outros,Motocicleta,35-39,-24.708081,-47.576319
529,Iguape,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,55-59,NAO DISPONIVEL,NAO DISPONIVEL 
530,Ilha Comprida,2017,2,Masculino,Tarde,Outros,Automovel,30-34,Não Disponível,Não Disponível
531,Ilha Solteira,2016,12,Masculino,Noite,Não Especificado,Automóvel,70-74,-20.383234,-51.059591
532,Ilha Solteira,2017,2,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,18-24,Não Disponível,Não Disponível
533,Indaiatuba,2016,12,Masculino,Noite,Atropelamento,Pedestre,18-24,-23.1407345527,-47.2463891423
534,Indaiatuba,2016,12,Masculino,Noite,Colisão,Motocicleta,25-29,-23.1407345527,-47.2463891423
535,Indaiatuba,2016,12,Masculino,Noite,Colisão,Não Especificado,25-29,-23.05535,-47.210104
536,Indaiatuba,2016,12,Feminino,Noite,Colisão,Motocicleta,35-39,-23.1407345527,-47.2463891423
537,Indaiatuba,2016,12,Masculino,Noite,Outros,Bicicleta,75-79,Não Disponível,Não Disponível 
538,Indaiatuba,2017,1,Masculino,Madrugada,Colisão,Automóvel,30-34,-23.1492363309,-47.2537914752
539,Indaiatuba,2017,1,Masculino,Madrugada,Colisão,Automóvel,35-39,-23.1492363309,-47.2537914752
540,Indaiatuba,2017,1,Masculino,Não Disponível,Não Disponível,Não Disponível,40-44,Não Disponível,Não Disponível 
541,Indaiatuba,2017,1,Masculino,Madrugada,Colisão,Automóvel,45-49,-23.1492363309,-47.2537914752
542,Indaiatuba,2017,1,Masculino,Noite,Outros,Motocicleta,45-49,-23.104242,-47.271826
543,Indaiatuba,2017,1,Masculino,Noite,Não Disponível,Automóvel,50-54,-23.10178,-47.209974
544,Indaiatuba,2017,1,Feminino,Manhã,Atropelamento,Pedestre,75-79,-23.101647,-47.212263
545,Indaiatuba,2017,2,Masculino,Noite,Colisao,Motocicleta,18-24,-23.142296,-47.234689
546,Indaiatuba,2017,2,Masculino,Noite,Outros,Motocicleta,25-29,-23.086279,-47.228387
547,Indaiatuba,2017,2,Masculino,Noite,Colisao,Motocicleta,55-59,-23.129179,-47.254575
548,Indaiatuba,2017,2,Masculino,Manhã,Colisao,Bicicleta,65-69,-23.077751,-47.218495
549,Indaiatuba,2017,2,Feminino,Noite,Atropelamento,Pedestre,70-74,-23.075117,-47.202567
550,Indaiatuba,2017,3,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.1048724692,-47.2013963481
551,Indaiatuba,2017,3,Masculino,Noite,Colisao,Motocicleta,35-39,-23.098498,-47.275151
552,Indaiatuba,2017,3,Masculino,Tarde,Colisao,Motocicleta,40-44,-23.113702,-47.218629
553,Indaiatuba,2017,3,Masculino,Tarde,Colisao,Bicicleta,65-69,NAO DISPONIVEL,NAO DISPONIVEL 
554,Indiana,2017,3,Masculino,Noite,Colisao,Motocicleta,18-24,-22.176776,-51.256355
555,Ipaussu,2016,12,Masculino,Noite,Atropelamento,Pedestre,30-34,-23.0611666173,-49.6450840348
556,Ipeuna,2016,12,Masculino,Tarde,Choque,Caminhão,25-29,-22.428815,-47.694733
557,Ipigua,2016,12,Masculino,Noite,Não Especificado,Motocicleta,30-34,-20.7019359245,-49.3876973064
558,Ipua,2017,1,Feminino,Noite,Colisão,Bicicleta,18-24,-20.438541,-48.026008
559,Itabera,2017,1,Masculino,Manhã,Colisão,Motocicleta,55-59,-24.0696320771,-49.1182056423
560,Itabera,2017,2,Feminino,Tarde,Atropelamento,Pedestre,0-17,-23.864228,-49.14337
561,Itabera,2017,2,Masculino,Tarde,Colisao,Motocicleta,25-29,-23.859429612,-49.129749116
562,Itabera,2017,3,Masculino,Tarde,Colisao,Motocicleta,Nao Disponivel,-24.0146772607,-49.1352693077
563,Itai,2017,1,Masculino,Tarde,Colisão,Automóvel,25-29,-23.4011005906,-49.0924339685
564,Itajobi,2017,3,Masculino,Madrugada,Atropelamento,Automovel,60-64,-21.2908070358,-49.0378139934
565,Itanhaem,2016,12,Masculino,Noite,Atropelamento,Pedestre,0-17,-24.2071024063,-46.8567278506
566,Itanhaem,2016,12,Feminino,Tarde,Não Especificado,Motocicleta,30-34,-24.2118869084,-46.8646794384
567,Itanhaem,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,30-34,-24.2118869084,-46.8646794384
568,Itanhaem,2016,12,Masculino,Noite,Outros,Automóvel,40-44,-24.1975178507,-46.8408469217
569,Itanhaem,2017,1,Masculino,Não Disponível,Não Disponível,Motocicleta,40-44,-24.1832025848,-46.8169686616
570,Itanhaem,2017,1,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-24.2358126735,-46.9044308618
571,Itanhaem,2017,2,Masculino,Tarde,Atropelamento,Pedestre,0-17,Não Disponível,Não Disponível
572,Itanhaem,2017,2,Masculino,Noite,Colisao,Bicicleta,40-44,-24.18128,-46.79851
573,Itanhaem,2017,2,Masculino,Não Disponível,Atropelamento,Pedestre,45-49,Não Disponível,Não Disponível
574,Itanhaem,2017,2,Masculino,Manhã,Colisao,Bicicleta,75-79,-24.170771,-46.77645
575,Itapecerica Da Serra,2016,12,Masculino,Tarde,Outros,Motocicleta,30-34,-23.716837,-46.851914
576,Itapecerica Da Serra,2016,12,Masculino,Noite,Outros,Motocicleta,35-39,-23.69833,-46.852357
577,Itapecerica Da Serra,2016,12,Masculino,Noite,Colisão,Motocicleta,45-49,-23.7603112678,-46.9039993479
578,Itapecerica Da Serra,2016,12,Masculino,Noite,Não Especificado,Bicicleta,50-54,-23.691612117,-46.8181274717
579,Itapecerica Da Serra,2016,12,Feminino,Madrugada,Outros,Motocicleta,Não Disponível,-23.7185340791,-46.8822398568
580,Itapecerica Da Serra,2017,2,Masculino,Noite,Colisao,Automovel,25-29,-23.687999033,-46.807078499
581,Itapecerica Da Serra,2017,2,Feminino,Não Disponível,Colisao,Motocicleta,30-34,-23.711675759,-46.84914383
582,Itapecerica Da Serra,2017,2,Masculino,Não Disponível,Choque,Bicicleta,45-49,-23.733137,-46.859473
583,Itapecerica Da Serra,2017,2,Masculino,Manhã,Atropelamento,Pedestre,75-79,-23.775654,-46.837857
584,Itapecerica Da Serra,2017,3,Masculino,Noite,Atropelamento,Pedestre,0-17,-23.7445959551,-46.8997626346
585,Itapecerica Da Serra,2017,3,Masculino,Tarde,Colisao,Automovel,40-44,-23.7285883937,-46.8458670043
586,Itapecerica Da Serra,2017,3,Masculino,Noite,Atropelamento,Pedestre,Nao Disponivel,-23.6923605028,-46.8633276596
587,Itapetininga,2017,3,Masculino,Noite,Choque,Motocicleta,18-24,-23.577412,-48.013234
588,Itapetininga,2017,3,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.6138866869,-48.0865248858
589,Itapetininga,2017,3,Masculino,Noite,Colisao,Motocicleta,45-49,-23.618991667,-48.082063889
590,Itapeva,2017,2,Masculino,Noite,Outros,Caminhao,18-24,-24.034096,-48.91514
591,Itapeva,2017,3,Masculino,Manha,Colisao,Motocicleta,0-17,-23.96502086,-48.9333901923
592,Itapeva,2017,3,Masculino,Manha,Colisao,Motocicleta,0-17,-23.96502086,-48.9333901923
593,Itapeva,2017,3,Masculino,Tarde,Colisao,Caminhao,55-59,-23.9987277859,-48.9417884528
594,Itapevi,2016,12,Masculino,Não Disponível,Outros,Automóvel,55-59,-23.545663,-46.944216
595,Itapevi,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,70-74,-23.518542745,-46.9404206748
596,Itapevi,2017,2,Masculino,Tarde,Colisao,Motocicleta,18-24,-23.5355937029,-46.9396055062
597,Itapevi,2017,3,Feminino,Manha,Atropelamento,Pedestre,65-69,-23.550578,-46.938013
598,Itapira,2017,1,Masculino,Manhã,Colisão,Automóvel,55-59,-22.3945,-46.7468
599,Itapira,2017,1,Masculino,Manhã,Colisão,Automóvel,70-74,-22.3945,-46.7468
600,Itapira,2017,2,Masculino,Manhã,Colisao,Motocicleta,25-29,-22.436974,-46.812607
601,Itapira,2017,3,Masculino,Tarde,Colisao,Motocicleta,18-24,-22.3945,-46.7468
602,Itapira,2017,3,Masculino,Nao Disponivel,Colisao,Motocicleta,50-54,-22.4529,-46.8078
603,Itapira,2017,3,Masculino,Tarde,Outros,Caminhao,60-64,-22.404317,-46.82941
604,Itapirapua Paulista,2017,3,Masculino,Manha,Colisao,Automovel,70-74,-24.483994,-49.220317
605,Itapolis,2016,12,Masculino,Tarde,Choque,Automóvel,18-24,-21.653002,-48.763342
606,Itapolis,2017,3,Masculino,Manha,Colisao,Automovel,18-24,-21.5130283584,-48.6702599711
607,Itapui,2017,3,Masculino,Noite,Colisao,Motocicleta,45-49,-22.297947,-48.692094
608,Itaquaquecetuba,2016,12,Masculino,Noite,Colisão,Motocicleta,18-24,-23.47105,-46.331681
609,Itaquaquecetuba,2017,1,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.484422339,-46.375880992
610,Itaquaquecetuba,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-23.493245252,-46.3603343944
611,Itaquaquecetuba,2017,1,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.42429,-46.341167
612,Itaquaquecetuba,2017,2,Masculino,Não Disponível,Outros,Motocicleta,18-24,-23.4727772909,-46.344344417
613,Itaquaquecetuba,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-23.453041,-46.334375
614,Itaquaquecetuba,2017,2,Masculino,Não Disponível,Atropelamento,Nao Disponivel,35-39,-23.4727772909,-46.344344417
615,Itaquaquecetuba,2017,2,Masculino,Noite,Colisao,Bicicleta,45-49,-23.442382108,-46.301467481
