@relation MPST

@attribute cidade {Aguas-de-Lindoia,Aguai,Aguapei,Aguas-de-Sao-Pedro,Aracoiaba-da-Serra,Aruja,Santa-Cruz-da-Conceicao,Tanabi,Taiuva,Presidente-Venceslau,Sandoval,Riolandia,Restinga,Colina,Pereira-Barreto,Perdeneiras,Oridiuva,Oriente,Nova-Independencia,Jumirim,Julio-Mesquita,Joanopolis,Ituverava,Itapirapua-Paulista,Igarata,Guaiacu,Estrela-do-Norte,Floreal,Cosmororama,Brauna,Canas,Cananeira,Campos-Novos-Paulistas,Buritizal,Avanhamdava,Aramina,Analandia,Valparaiso,Ubarana,Titui,Tiacu,Sao-Sebastiao-da-Grama,Santa-Maria-a-Serra,Salto-Grande,Rafard,Piacatu,Panorama,Pedreira,Monte-Azul-Paulista,Lagoinha,Itatinga,Guararapes,Guaraci,General-Salgado,Clementina,Dobrada,Capela-do-Alto,Mirassolandia,Aluminio,Uchoa,Rincao,Ribeira,Pontes-Gestal,Pontal,Paulinia,Pardinho,Paraiso,Osvaldo-Cruz,Onda-Verde,Ipeuna,Mirandopolis,Lucelia,Jacupiranga,Ipigua,Bocaina,Guzolandia,Cedral,Guarei,Castilho,Garca,Cabreuva,Cristais-Paulista,Barra-do-Chapeu,Avanhandava,Aparecida-D-Oeste,Tuiuti,Vargem-Grande-do-Sul,Santa-Lucia,Santa-Cruz-das-Palmeiras,Roseira,Ribeirao-Branco,Rancharia,Presidente-Bernardes,Piraju,Piracaia,Pinhalzinho,Ouroeste,Nova-Europa,Morro-Agudo,Jaci,Itapui,Itanhanhem,Icem,Descalvado,Areiopolis,Cafelandia,Aguas-da-Prata,Zacarias,Valentim-Gentil,Urupes,Tremembe,Tapiratiba,Tambau,Taciba,Sarapui,Sao-Jose-do-Barreiro,Santo-Antonio-de-Posse,Santa-Ernestina,Rosana,Pongai,Poa,Pitangueiras,Piratininga,Pirapozinho,Pedro-de-Toledo,Pedra-Bela,Orlandia,Novo-Horizonte,Neves-Paulista,Natividade-da-Serra,Luis-Antonio,Lencois,Itajobi,Lencois-Paulista,Irapua,Ilhabela,Ilha-Comprida,Ibitinga,Ibira,Flora-Rica,Fernando-Prestes,Eldorado,Sandovalina,Barao-de-Antonina,Cristais,Barra-do-Turvo,Cosmorama,Sao-Roque,Arealva,Arapei,Americo-Brasiliense,Altinopolis,Alambari,Agudos,Vista-Alegre-do-Alto,Viradouro,Vinhedo,Varzea-Paulista,Vargem,Turmalina,Torrinha,Sarutaia,Sao-Miguel-Arcanjo,Sao-Pedro-do-Turvo,Sao-Luis-do-Paraitinga,Estiva-Gerbi,Sao-Joao-da-Boa-Vista,Sao-Bento-do-Sapucai,Santo-Antonio-do-Jardim,Santo-Antonio-da-Alegria,Louveira,Salesopolis,Rio-das-Pedras,Pradopolis,Porto-Feliz,Poloni,Pirangi,Pindorama,Piedade,Peruibe,Pederneiras,Pauliceia,Paranapanema,Oleo,Palmeira-d-Oeste,Nuporanga,Nova-Granada,Monte-Alto,Mongagua,Miguelopolis,Mesopolis,Matao,Macedonia,Itapeva,Lavrinhas,Jarinu,Itobi,Jardinopolis,Itupeva,Jales,Itapolis,Avare,Itapetininga,Irapuru,Iracemapolis,Herculandia,Ipero,Guariba,Guararema,Guarani-d-Oeste,Barbosa,Guapiacu,Guaira,Guaimbe,Gaviao-Peixoto,Biritiba,Estiva,Coroados,Conchas,Charqueada,Carapicuiba,Buri,Candido-Rodrigues,Cajamar,Cachoeira-Paulista,Boa-Esperanca-do-Sul,Biritiba-Mirim,Guara,Apiai,Mirassol,Aparecida,Timburi,Votuporanga,Urania,Ubatuba,Tres-Fronteiras,Tiete,Tejupa,Tatui,Tarabai,Taboao-da-Serra,Taquaral,Suzano,Socorro,Silveiras,Sete-Barras,Sertaozinho,Serrana,Santa-Gertrudes,Sao-Lourenco-da-Serra,Sao-Jose-dos-Campos,Santa-Fe-do-Sul,Saltinho,Sales-Oliveira,Pratania,Sagres,Rinopolis,Porto-Ferreira,Ribeirao-Bonito,Porangaba,Pompeia,Pirapora-do-Bom-Jesus,Penapolis,Pedregulho,Patrocinio-Paulista,Pariquera-Acu,Palestina,Nova-Odessa,Nova-Alianca,Mirante-do-Paranapanema,Nipoa,Macatuba,Marapoama,Mendonca,Itariri,Itatiba,Lorena,Lindoia,Jose-Bonifacio,Lavinia,Leme,Cesario-Lange,Itapura,Itaporanga,Itapevi,Itapecerica-da-Serra,Ipaussu,Guapiara,Indiana,Ilha-Solteira,Iguape,Igarapava,Ferraz-de-Vasconcelos,Dracena,Espirito-Santo-do-Pinhal,Echapora,Cubatao,Duartina,Cordeiropolis,Ariranha,Casa-Branca,Brotas,Cajati,Capivari,Barra-Bonita,Candido-Mota,Campo-Limpo-Paulista,Alvares-Machado,Angatuba,Americana,Amparo,Andradina,Aracatuba,Araraquara,Balsamo,Aracariguama,Araras,Artur-Nogueira,Assis,Atibaia,Bariri,Barretos,Barueri,Araçariguama,Bananal,Bastos,Batatais,Bauru,Bebedouro,Bertioga,Birigui,Boituva,Bady-Bassitt,Bom-Jesus-dos-Perdoes,Borborema,Botucatu,Braganca-Paulista,Buritama,Cacapava,Caieiras,Caiua,Cajuru,Campinas,Campos-do-Jordao,Capao-Bonito,Caraguatatuba,Catanduva,Catigua,Cerqueira-Cesar,Cerquilho,Cosmopolis,Cotia,Cravinhos,Cruzeiro,Cunha,Diadema,Dumont,Embauba,Embu-das-Artes,Embu-Guacu,Euclides-da-Cunha-P,Fartura,Fernandopolis,Franca,Francisco-Morato,Franco-da-Rocha,Guaratingueta,Guaruja,Guarulhos,Hortolandia,Iacanga,Iaras,Ibate,Ibiuna,Indaiatuba,Ipua,Itabera,Itai,Itanhaem,Itapira,Itaquaquecetuba,Itarare,Itirapina,Itu,Jaboticabal,Jacarei,Jaguariuna,Jandira,Jau,Juquia,Maua,Mogi-das-Cruzes,Mogi-Guacu,Joao-Ramalho,Jundiai,Juquitiba,Limeira,Lins,Mairinque,Mairipora,Manduri,Marilia,MartinopolisMaua,Meridiano,Mineiros-do-Tiete,Miracatu,Mococa,Mogi-Mirim,Monte-Aprazivel,Monte-Mor,Martinopolis,Nazare-Paulista,Olimpia,Osasco,Ourinhos,Palmares-Paulista,Palmital,Paraguacu-Paulista,Pereiras,Pilar-do-Sul,Pindamonhangaba,Piracicaba,Pirassununga,Praia-Grande,Presidente-Epitacio,Reginopolis,Registro,Ribeirao-Pires,Ribeirao-Preto,Rio-Claro,Salto,Salto-de-Pirapora,Santa-Barbara-d-Oeste,Santa-Cruz-da-Conceica,Santa-Cruz-do-Rio-Pard,Santa-Isabel,Santa-R-do-Passa-Q,Santana-de-Parnaiba,Santo-Anastacio,Santo-Andre,Santopolis-do-Aguapei,Santos,Sao-Bento-do-Sapuca,Sao-Bernardo-do-Campo,Sao-Caetano-do-Sul,Sao-Carlos,Sao-Joaquim-da-Barra,Sao-Jose-do-Rio-Pardo,Sao-Jose-do-Rio-Preto,Sao-Manuel,Sao-Paulo,Sao-Pedro,Sao-Sebastiao,Sao-Simao,Sao-Vicente,Serra-Negra,Severinia,Sorocaba,Sud-Mennucci,Sumare,Tabatinga,Tapirai,Taquaritinga,Taquarituba,Taubate,Teodoro-Sampaio,Tupa,Queluz,Presidente-Prudente,Promissao,Valinhos,Vargem-Grande-Paulista,Votorantim,Zacaria}
@attribute Ano {2016,2017}
@attribute Mes {1,2,3,8,9,10,11,12}
@attribute Sexo {MASCULINO,FEMININO, 99999}
@attribute Peirodo {MANHA,TARDE,NOITE,MADRU,99999}
@attribute Tip.Acid {COLISAO,ATROPELAMENTO,CHOQUE,OUTROS,99999}
@attribute Locomacao {MOTOCICLETA,PEDESTRE,AUTOMOVEL,BICICLETA,CAMINHAO,ONIBUS,OUTROS,99999}
@attribute Faixa {17,20, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 80, 99999}
@attribute Latitude numeric
@attribute Longitude numeric

@data
Itatinga,2017,2,MASCULINO,99999,COLISAO,CAMINHAO,37,-23.0647202152921,-48.5291306176405 
Itirapina,2017,2,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,17,-22.250468,-47.82633 
Itu,2017,2,MASCULINO,MADRU,COLISAO,CAMINHAO,37,-23.4181154745195,-47.2538222622954 
Itu,2017,2,MASCULINO,MADRU,COLISAO,CAMINHAO,52,-23.4181154745195,-47.2538222622954 
Itu,2017,2,MASCULINO,MANHA,OUTROS,MOTOCICLETA,42,-23.415683481,-47.257704264 
Itu,2017,2,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,47,-23.2594385154039,-47.198694235969 
Jaboticabal,2017,2,FEMININO,NOITE,COLISAO,AUTOMOVEL,20,-21.2332692429999,-48.355800281 
Jaboticabal,2017,2,FEMININO,NOITE,COLISAO,AUTOMOVEL,62,-21.2332692429999,-48.355800281 
Jaboticabal,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,62,-21.2332692429999,-48.355800281 
Jacarei,2017,2,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,72,-23.302778,-45.973403 
Jardinopolis,2017,2,MASCULINO,MADRU,COLISAO,ONIBUS,27,-20.9192344311694,-47.886688972149 
Jardinopolis,2017,2,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,99999,-20.9278418329224,-47.8840924601301 
Jau,2017,2,MASCULINO,MANHA,OUTROS,AUTOMOVEL,20,-22.258640000,-48.544460000 
Jundiai,2017,2,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-23.210900509,-46.891751289 
Jundiai,2017,2,MASCULINO,TARDE,ATROPELAMENTO,MOTOCICLETA,20,-23.190928,-46.952949 
Jundiai,2017,2,MASCULINO,TARDE,OUTROS,AUTOMOVEL,42,-23.2015979917967,-46.8922870177613 
Juquitiba,2017,2,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,17,-23.9378145095585,-47.0638164274717 
Juquitiba,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-23.866269,-47.093081 
Lagoinha,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,17,-23.098542,-45.184976 
Lavrinhas,2017,2,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,67,-22.5695875661775,-44.8651305514638 
Leme,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,99999,99999 
Lencois-Paulista,2017,2,MASCULINO,TARDE,OUTROS,CAMINHAO,47,99999,99999 
Limeira,2017,2,FEMININO,MANHA,COLISAO,MOTOCICLETA,42,-22.546800000,-47.360100000 
Limeira,2017,2,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,47,99999,99999 
Limeira,2017,2,MASCULINO,MADRU,OUTROS,MOTOCICLETA,42,-22.583225,-47.409135 
Louveira,2017,2,MASCULINO,TARDE,99999,AUTOMOVEL,72,-23.090420658,-46.972727180 
Lucelia,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,62,-21.734144,-51.019656 
Mairinque,2017,2,MASCULINO,MANHA,99999,MOTOCICLETA,27,-23.529964025,-47.161097044 
Mairinque,2017,2,MASCULINO,MANHA,99999,MOTOCICLETA,27,-23.529964025,-47.161097044 
Mairipora,2017,2,MASCULINO,99999,99999,99999,77,-23.321005,-46.590132 
Marilia,2017,2,FEMININO,MADRU,ATROPELAMENTO,AUTOMOVEL,57,-22.073067356,-49.873650061 
Marilia,2017,2,MASCULINO,MADRU,COLISAO,MOTOCICLETA,32,-22.2885453929894,-50.0112947622078 
Marilia,2017,2,99999,MADRU,CHOQUE,MOTOCICLETA,32,-22.213895,-49.942256 
Matao,2017,2,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,42,-21.667680000,-48.365030000 
Miracatu,2017,2,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,17,-24.3408587120846,-47.4988166038759 
Miracatu,2017,2,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,57,99999,99999 
Mirante-do-Paranapanema,2017,2,FEMININO,MADRU,COLISAO,ONIBUS,20,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,FEMININO,MADRU,COLISAO,ONIBUS,20,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,FEMININO,MADRU,COLISAO,ONIBUS,32,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,FEMININO,MADRU,COLISAO,ONIBUS,32,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,FEMININO,MADRU,COLISAO,ONIBUS,42,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,MASCULINO,MADRU,COLISAO,ONIBUS,32,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,MASCULINO,MADRU,COLISAO,ONIBUS,52,-22.4225187898858,-52.1072760735891 
Mirante-do-Paranapanema,2017,2,MASCULINO,MADRU,COLISAO,ONIBUS,62,-22.4225187898858,-52.1072760735891 
Mirassol,2017,2,MASCULINO,MANHA,COLISAO,AUTOMOVEL,72,-20.804156,-49.535184 
Mococa,2017,2,MASCULINO,MADRU,ATROPELAMENTO,AUTOMOVEL,27,-21.437294299,-47.009600821 
Mogi-das-Cruzes,2017,2,MASCULINO,MADRU,COLISAO,AUTOMOVEL,17,-23.498998,-46.179242 
Mogi-das-Cruzes,2017,2,MASCULINO,MANHA,OUTROS,MOTOCICLETA,20,-23.508153,-46.14784 
Mogi-das-Cruzes,2017,2,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,52,-23.53896,-46.227729 
Mogi-das-Cruzes,2017,2,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,20,-23.492312,-46.147014 
Mogi-das-Cruzes,2017,2,MASCULINO,NOITE,OUTROS,BICICLETA,62,99999,99999 
Mogi-das-Cruzes,2017,2,MASCULINO,TARDE,CHOQUE,99999,37,-23.5023690112554,-46.1909540851782 
Mogi-Guacu,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-22.355613,-46.957264 
Monte-Aprazivel,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,32,-20.6840093692971,-49.6877951757803 
Monte-Azul-Paulista,2017,2,FEMININO,NOITE,COLISAO,AUTOMOVEL,47,-20.8985721735365,-48.608323731863 
Nazare-Paulista,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,17,-23.1689698807636,-46.3939247867688 
Olimpia,2017,2,MASCULINO,MADRU,CHOQUE,CAMINHAO,27,-20.718267,-49.006104 
Olimpia,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,47,-20.638183377,-48.9175813799999 
Olimpia,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,67,-20.638183377,-48.9175813799999 
Osasco,2017,2,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-23.535311,-46.787844 
Osasco,2017,2,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,72,-23.5325090246363,-46.7846543964545 
Osasco,2017,2,MASCULINO,MANHA,99999,MOTOCICLETA,27,99999,99999 
Osasco,2017,2,MASCULINO,NOITE,99999,99999,27,99999,99999 
Osvaldo-Cruz,2017,2,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,17,-21.813455,-50.913781 
Ourinhos,2017,2,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,37,-22.909350559,-49.771479484 
Ourinhos,2017,2,MASCULINO,NOITE,99999,MOTOCICLETA,20,-22.962618,-49.910112 
Palmares-Paulista,2017,2,MASCULINO,NOITE,OUTROS,AUTOMOVEL,17,99999,99999 
Palmares-Paulista,2017,2,MASCULINO,NOITE,OUTROS,AUTOMOVEL,20,99999,99999 
Panorama,2017,2,MASCULINO,99999,COLISAO,MOTOCICLETA,42,-21.3399923255995,-51.8352380785474 
Paranapanema,2017,2,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,17,-23.451904,-48.889973 
Pardinho,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,57,-23.1443960187186,-48.4126790450371 
Pariquera-Acu,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-24.7092369679745,-47.8847832505652 
Paulinia,2017,2,MASCULINO,MADRU,OUTROS,MOTOCICLETA,32,-22.7006309527773,-47.1474380208228 
Paulinia,2017,2,MASCULINO,99999,COLISAO,MOTOCICLETA,32,-22.737263,-47.18224 
Pedreira,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-22.743195,-46.912248 
Peruibe,2017,2,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,57,-24.315814,-47.008916 
Peruibe,2017,2,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,57,-24.300939145,-47.0147722799999 
Piacatu,2017,2,FEMININO,NOITE,COLISAO,AUTOMOVEL,67,-21.611561,-50.614836 
Piedade,2017,2,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-23.75599076989,-47.436547336587 
Piedade,2017,2,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,17,-23.7237911265686,-47.4190805526304 
Pilar-do-Sul,2017,2,FEMININO,MADRU,CHOQUE,AUTOMOVEL,42,-23.802050327,-47.801138652 
Pindamonhangaba,2017,2,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,67,-22.958978,-45.407575 
Pindamonhangaba,2017,2,MASCULINO,MANHA,COLISAO,BICICLETA,72,-22.9344832888571,-45.4592292172857 
Pindamonhangaba,2017,2,MASCULINO,NOITE,99999,MOTOCICLETA,32,-22.9816595354622,-45.4633534079177 
Pinhalzinho,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,72,-22.7767064928035,-46.5632462322135 
Pinhalzinho,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,52,-22.792453136258,-46.5554377425313 
Piracicaba,2017,2,FEMININO,MANHA,COLISAO,AUTOMOVEL,47,-22.702832,-47.648452 
Piracicaba,2017,2,FEMININO,NOITE,COLISAO,BICICLETA,17,-22.757675,-47.653576 
Piracicaba,2017,2,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-22.6748266593506,-47.7420547382524 
Piracicaba,2017,2,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,27,99999,99999 
Piracicaba,2017,2,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,27,-22.7436008735225,-47.7180354119184 
Piracicaba,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,17,-22.749213,-47.685167 
Piracicaba,2017,2,MASCULINO,TARDE,OUTROS,AUTOMOVEL,47,-22.758645,-47.947705 
Pitangueiras,2017,2,FEMININO,NOITE,OUTROS,AUTOMOVEL,20,-20.9805434721965,-48.2772934038153 
Pitangueiras,2017,2,FEMININO,NOITE,OUTROS,AUTOMOVEL,20,-20.9805434721965,-48.2772934038153 
Pitangueiras,2017,2,FEMININO,NOITE,OUTROS,AUTOMOVEL,20,-20.9805434721965,-48.2772934038153 
Poa,2017,2,FEMININO,MADRU,CHOQUE,AUTOMOVEL,52,-23.51092,-46.337689 
Poa,2017,2,FEMININO,MADRU,CHOQUE,AUTOMOVEL,99999,-23.51092,-46.337689 
Porangaba,2017,2,MASCULINO,MADRU,COLISAO,CAMINHAO,47,-23.2364336809999,-48.130406068 
Porto-Ferreira,2017,2,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,20,-21.8601964599999,-47.472073268 
Praia-Grande,2017,2,MASCULINO,99999,OUTROS,BICICLETA,52,99999,99999 
Praia-Grande,2017,2,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,27,-24.032543,-46.50768 
Praia-Grande,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,37,-24.018448627,-46.471646917 
Praia-Grande,2017,2,MASCULINO,TARDE,COLISAO,AUTOMOVEL,62,-24.045506,-46.530207 
Praia-Grande,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,47,-24.03475015,-46.5285810816451 
Presidente-Prudente,2017,2,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,77,-22.130812,-51.386227 
Rafard,2017,2,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,27,-23.039898,-47.532744 
Rancharia,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,42,-22.2192401906771,-50.9131878961447 
Ribeirao-Pires,2017,2,FEMININO,NOITE,COLISAO,MOTOCICLETA,20,-23.690341,-46.392869 
Ribeirao-Pires,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,47,-22.7006309527773,-47.1474380208228 
Ribeirao-Pires,2017,2,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,20,-23.6984612266127,-46.4021539900019 
Ribeirao-Pires,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-23.690341,-46.392869 
Ribeirao-Preto,2017,2,MASCULINO,MANHA,COLISAO,BICICLETA,67,-21.1688557548695,-47.8031846329275 
Ribeirao-Preto,2017,2,MASCULINO,NOITE,ATROPELAMENTO,MOTOCICLETA,20,-21.1727855939999,-47.794332415 
Ribeirao-Preto,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,27,-21.1773795944435,-47.8440570338634 
Ribeirao-Preto,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-21.141116,-47.795817 
Ribeirao-Preto,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-21.1933325636666,-47.7543739903333 
Ribeirao-Preto,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,37,-21.1158320833444,-47.825553905464 
Ribeirao-Preto,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,67,-21.2217347429977,-47.782056220794 
Rincao,2017,2,MASCULINO,NOITE,OUTROS,MOTOCICLETA,17,99999,99999 
Rio-Claro,2017,2,MASCULINO,MANHA,COLISAO,99999,72,-22.394759,-47.572523 
Rio-Claro,2017,2,MASCULINO,NOITE,COLISAO,MOTOCICLETA,32,-22.356389662,-47.545413163 
Rio-Claro,2017,2,MASCULINO,NOITE,OUTROS,MOTOCICLETA,42,-22.287900,-47.548917 
Salto,2017,2,FEMININO,NOITE,COLISAO,MOTOCICLETA,37,-23.1639613080096,-47.2651799267124 
Salto-Grande,2017,2,MASCULINO,TARDE,OUTROS,AUTOMOVEL,20,-22.8739996039999,-49.971905362 
Santa-Barbara-d-Oeste,2017,2,FEMININO,MANHA,COLISAO,MOTOCICLETA,20,-22.741869,-47.359403 
Santa-Cruz-do-Rio-Pard,2017,2,MASCULINO,MADRU,OUTROS,OUTROS,80,-22.9529988764326,-49.6267471587535 
Santa-Fe-do-Sul,2017,2,MASCULINO,MANHA,COLISAO,MOTOCICLETA,32,-20.211026,-50.932282 
Santa-Gertrudes,2017,2,MASCULINO,TARDE,OUTROS,BICICLETA,32,99999,99999 
Santa-Isabel,2017,2,FEMININO,NOITE,CHOQUE,AUTOMOVEL,17,-23.299292,-46.238790 
Santa-Isabel,2017,2,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,42,-23.324350,-46.222507 
Santa-Maria-a-Serra,2017,2,MASCULINO,MANHA,COLISAO,AUTOMOVEL,57,-22.6005984571726,-48.1625472231941 
Santa-R-do-Passa-Q,2017,2,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-21.696478,-47.485066 
Santa-R-do-Passa-Q,2017,2,MASCULINO,MADRU,COLISAO,CAMINHAO,20,-21.7558603099999,-47.563843052 
Santo-Andre,2017,2,FEMININO,NOITE,COLISAO,MOTOCICLETA,20,-23.6278435401111,-46.5196529845555 
Santo-Andre,2017,2,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,20,-23.656452,-46.499110 
Santo-Andre,2017,2,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,42,-23.660732,-46.544734 
Santo-Andre,2017,2,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-23.703505,-46.503507 
Santos,2017,2,MASCULINO,NOITE,OUTROS,MOTOCICLETA,27,-23.929472,-46.341938 
Sao-Bernardo-do-Campo,2017,2,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,80,-23.785619,-46.531855 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,57,-23.759982,-46.606264 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,20,-23.745637,-46.5628 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-23.803128914,-46.5895086859999 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,42,-23.7348254366444,-46.5848073983127 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,20,-23.7113528668763,-46.5641121034676 
Sao-Bernardo-do-Campo,2017,2,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,37,-23.8206523030237,-46.507405716569 
Sao-Joao-da-Boa-Vista,,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,80,-21.9844982490196,-46.7864082268823 
Sao-Joao-da-Boa-Vista,,2017,2,MASCULINO,99999,99999,99999,20,99999,99999 
Sao-Jose-do-Rio-Pardo,2017,2,FEMININO,MANHA,COLISAO,AUTOMOVEL,27,-21.5996629932087,-46.9377213146073 
Sao-Jose-do-Rio-Preto,2017,2,FEMININO,MADRU,OUTROS,MOTOCICLETA,27,99999,99999 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,52,99999,99999 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,MADRU,99999,99999,32,99999,99999 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,MANHA,COLISAO,MOTOCICLETA,42,-20.785929,-49.373376 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,NOITE,COLISAO,AUTOMOVEL,20,-20.7861107779935,-49.3854945652275 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,TARDE,OUTROS,AUTOMOVEL,20,-20.794695,-49.355236 
Sao-Jose-do-Rio-Preto,2017,2,MASCULINO,TARDE,OUTROS,MOTOCICLETA,27,-20.789161,-49.389833 
Sao-Jose-dos-Campos,2017,2,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,67,-23.174901,-45.830739 
Sao-Jose-dos-Campos,2017,2,MASCULINO,MANHA,COLISAO,MOTOCICLETA,52,-23.1967527051621,-45.8861703942916 
Sao-Jose-dos-Campos,2017,2,MASCULINO,MANHA,OUTROS,AUTOMOVEL,67,-23.2690502897908,-45.8259411927605 
Sao-Jose-dos-Campos,2017,2,MASCULINO,TARDE,COLISAO,AUTOMOVEL,37,-23.2571809086647,-45.801297939678 
Sao-Lourenco-da-Serra,2017,2,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,62,-23.8475079767715,-46.9377246289104 
Sao-Manuel,2017,2,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,42,-23.6521443419485,-46.7055172863436 
Sao-Manuel,2017,2,FEMININO,MADRU,CHOQUE,AUTOMOVEL,72,-23.650622,-46.760358 
Sao-Manuel,2017,2,FEMININO,MADRU,COLISAO,AUTOMOVEL,17,-23.601387,-46.526152 
Sao-Manuel,2017,2,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,62,-23.612032,-46.463733 
Sao-Manuel,2017,2,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,80,-23.6388348451628,-46.7616129950571 
Sao-Manuel,2017,2,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,80,-23.469625,-46.686266 
Sao-Manuel,2017,2,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,99999,-23.4576861402026,-46.5712588470092 
