@relation MPST

@attribute cidade {Aguas-de-Lindoia,Aguai,Aguapei,Aguas-de-Sao-Pedro,Aracoiaba-da-Serra,Aruja,Santa-Cruz-da-Conceicao,Tanabi,Taiuva,Presidente-Venceslau,Sandoval,Riolandia,Restinga,Colina,Pereira-Barreto,Perdeneiras,Oridiuva,Oriente,Nova-Independencia,Jumirim,Julio-Mesquita,Joanopolis,Ituverava,Itapirapua-Paulista,Igarata,Guaiacu,Estrela-do-Norte,Floreal,Cosmororama,Brauna,Canas,Cananeira,Campos-Novos-Paulistas,Buritizal,Avanhamdava,Aramina,Analandia,Valparaiso,Ubarana,Titui,Tiacu,Sao-Sebastiao-da-Grama,Santa-Maria-a-Serra,Salto-Grande,Rafard,Piacatu,Panorama,Pedreira,Monte-Azul-Paulista,Lagoinha,Itatinga,Guararapes,Guaraci,General-Salgado,Clementina,Dobrada,Capela-do-Alto,Mirassolandia,Aluminio,Uchoa,Rincao,Ribeira,Pontes-Gestal,Pontal,Paulinia,Pardinho,Paraiso,Osvaldo-Cruz,Onda-Verde,Ipeuna,Mirandopolis,Lucelia,Jacupiranga,Ipigua,Bocaina,Guzolandia,Cedral,Guarei,Castilho,Garca,Cabreuva,Cristais-Paulista,Barra-do-Chapeu,Avanhandava,Aparecida-D-Oeste,Tuiuti,Vargem-Grande-do-Sul,Santa-Lucia,Santa-Cruz-das-Palmeiras,Roseira,Ribeirao-Branco,Rancharia,Presidente-Bernardes,Piraju,Piracaia,Pinhalzinho,Ouroeste,Nova-Europa,Morro-Agudo,Jaci,Itapui,Itanhanhem,Icem,Descalvado,Areiopolis,Cafelandia,Aguas-da-Prata,Zacarias,Valentim-Gentil,Urupes,Tremembe,Tapiratiba,Tambau,Taciba,Sarapui,Sao-Jose-do-Barreiro,Santo-Antonio-de-Posse,Santa-Ernestina,Rosana,Pongai,Poa,Pitangueiras,Piratininga,Pirapozinho,Pedro-de-Toledo,Pedra-Bela,Orlandia,Novo-Horizonte,Neves-Paulista,Natividade-da-Serra,Luis-Antonio,Lencois,Itajobi,Lencois-Paulista,Irapua,Ilhabela,Ilha-Comprida,Ibitinga,Ibira,Flora-Rica,Fernando-Prestes,Eldorado,Sandovalina,Barao-de-Antonina,Cristais,Barra-do-Turvo,Cosmorama,Sao-Roque,Arealva,Arapei,Americo-Brasiliense,Altinopolis,Alambari,Agudos,Vista-Alegre-do-Alto,Viradouro,Vinhedo,Varzea-Paulista,Vargem,Turmalina,Torrinha,Sarutaia,Sao-Miguel-Arcanjo,Sao-Pedro-do-Turvo,Sao-Luis-do-Paraitinga,Estiva-Gerbi,Sao-Joao-da-Boa-Vista,Sao-Bento-do-Sapucai,Santo-Antonio-do-Jardim,Santo-Antonio-da-Alegria,Louveira,Salesopolis,Rio-das-Pedras,Pradopolis,Porto-Feliz,Poloni,Pirangi,Pindorama,Piedade,Peruibe,Pederneiras,Pauliceia,Paranapanema,Oleo,Palmeira-d-Oeste,Nuporanga,Nova-Granada,Monte-Alto,Mongagua,Miguelopolis,Mesopolis,Matao,Macedonia,Itapeva,Lavrinhas,Jarinu,Itobi,Jardinopolis,Itupeva,Jales,Itapolis,Avare,Itapetininga,Irapuru,Iracemapolis,Herculandia,Ipero,Guariba,Guararema,Guarani-d-Oeste,Barbosa,Guapiacu,Guaira,Guaimbe,Gaviao-Peixoto,Biritiba,Estiva,Coroados,Conchas,Charqueada,Carapicuiba,Buri,Candido-Rodrigues,Cajamar,Cachoeira-Paulista,Boa-Esperanca-do-Sul,Biritiba-Mirim,Guara,Apiai,Mirassol,Aparecida,Timburi,Votuporanga,Urania,Ubatuba,Tres-Fronteiras,Tiete,Tejupa,Tatui,Tarabai,Taboao-da-Serra,Taquaral,Suzano,Socorro,Silveiras,Sete-Barras,Sertaozinho,Serrana,Santa-Gertrudes,Sao-Lourenco-da-Serra,Sao-Jose-dos-Campos,Santa-Fe-do-Sul,Saltinho,Sales-Oliveira,Pratania,Sagres,Rinopolis,Porto-Ferreira,Ribeirao-Bonito,Porangaba,Pompeia,Pirapora-do-Bom-Jesus,Penapolis,Pedregulho,Patrocinio-Paulista,Pariquera-Acu,Palestina,Nova-Odessa,Nova-Alianca,Mirante-do-Paranapanema,Nipoa,Macatuba,Marapoama,Mendonca,Itariri,Itatiba,Lorena,Lindoia,Jose-Bonifacio,Lavinia,Leme,Cesario-Lange,Itapura,Itaporanga,Itapevi,Itapecerica-da-Serra,Ipaussu,Guapiara,Indiana,Ilha-Solteira,Iguape,Igarapava,Ferraz-de-Vasconcelos,Dracena,Espirito-Santo-do-Pinhal,Echapora,Cubatao,Duartina,Cordeiropolis,Ariranha,Casa-Branca,Brotas,Cajati,Capivari,Barra-Bonita,Candido-Mota,Campo-Limpo-Paulista,Alvares-Machado,Angatuba,Americana,Amparo,Andradina,Aracatuba,Araraquara,Balsamo,Aracariguama,Araras,Artur-Nogueira,Assis,Atibaia,Bariri,Barretos,Barueri,Araçariguama,Bananal,Bastos,Batatais,Bauru,Bebedouro,Bertioga,Birigui,Boituva,Bady-Bassitt,Bom-Jesus-dos-Perdoes,Borborema,Botucatu,Braganca-Paulista,Buritama,Cacapava,Caieiras,Caiua,Cajuru,Campinas,Campos-do-Jordao,Capao-Bonito,Caraguatatuba,Catanduva,Catigua,Cerqueira-Cesar,Cerquilho,Cosmopolis,Cotia,Cravinhos,Cruzeiro,Cunha,Diadema,Dumont,Embauba,Embu-das-Artes,Embu-Guacu,Euclides-da-Cunha-P,Fartura,Fernandopolis,Franca,Francisco-Morato,Franco-da-Rocha,Guaratingueta,Guaruja,Guarulhos,Hortolandia,Iacanga,Iaras,Ibate,Ibiuna,Indaiatuba,Ipua,Itabera,Itai,Itanhaem,Itapira,Itaquaquecetuba,Itarare,Itirapina,Itu,Jaboticabal,Jacarei,Jaguariuna,Jandira,Jau,Juquia,Maua,Mogi-das-Cruzes,Mogi-Guacu,Joao-Ramalho,Jundiai,Juquitiba,Limeira,Lins,Mairinque,Mairipora,Manduri,Marilia,MartinopolisMaua,Meridiano,Mineiros-do-Tiete,Miracatu,Mococa,Mogi-Mirim,Monte-Aprazivel,Monte-Mor,Martinopolis,Nazare-Paulista,Olimpia,Osasco,Ourinhos,Palmares-Paulista,Palmital,Paraguacu-Paulista,Pereiras,Pilar-do-Sul,Pindamonhangaba,Piracicaba,Pirassununga,Praia-Grande,Presidente-Epitacio,Reginopolis,Registro,Ribeirao-Pires,Ribeirao-Preto,Rio-Claro,Salto,Salto-de-Pirapora,Santa-Barbara-d-Oeste,Santa-Cruz-da-Conceica,Santa-Cruz-do-Rio-Pard,Santa-Isabel,Santa-R-do-Passa-Q,Santana-de-Parnaiba,Santo-Anastacio,Santo-Andre,Santopolis-do-Aguapei,Santos,Sao-Bento-do-Sapuca,Sao-Bernardo-do-Campo,Sao-Caetano-do-Sul,Sao-Carlos,Sao-Joaquim-da-Barra,Sao-Jose-do-Rio-Pardo,Sao-Jose-do-Rio-Preto,Sao-Manuel,Sao-Paulo,Sao-Pedro,Sao-Sebastiao,Sao-Simao,Sao-Vicente,Serra-Negra,Severinia,Sorocaba,Sud-Mennucci,Sumare,Tabatinga,Tapirai,Taquaritinga,Taquarituba,Taubate,Teodoro-Sampaio,Tupa,Queluz,Presidente-Prudente,Promissao,Valinhos,Vargem-Grande-Paulista,Votorantim,Zacaria}
@attribute Ano {2016,2017}
@attribute Mes {1,2,3,8,9,10,11,12}
@attribute Sexo {MASCULINO,FEMININO, 99999}
@attribute Peirodo {MANHA,TARDE,NOITE,MADRU,99999}
@attribute Tip.Acid {COLISAO,ATROPELAMENTO,CHOQUE,OUTROS,99999}
@attribute Locomacao {MOTOCICLETA,PEDESTRE,AUTOMOVEL,BICICLETA,CAMINHAO,ONIBUS,OUTROS,99999}
@attribute Faixa {17,20, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 80, 99999}
@attribute Latitude numeric
@attribute Longitude numeric

@data
Franco-da-Rocha,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,27,-23.334035,-46.72801 
Gaviao-Peixoto,2016,10,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,47,-21.815898,-48.412662 
Gaviao-Peixoto,2016,10,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,47,-21.815898,-48.412662 
Guapiara,2016,10,MASCULINO,MADRU,99999,99999,52,-24.2089295845187,-48.5681740186028 
Guaratingueta,2016,10,MASCULINO,NOITE,99999,99999,37,-22.804147,-45.229305 
Guaruja,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-23.984862,-46.219038 
Guaruja,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,37,-23.991071,-46.259247 
Guarulhos,2016,10,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,27,-23.4710178946713,-46.4336696862719 
Guarulhos,2016,10,FEMININO,NOITE,99999,MOTOCICLETA,32,-23.398743,-46.441807 
Guarulhos,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-23.4715003147667,-46.5646706909093 
Guarulhos,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,52,-23.433522,-46.504647 
Guarulhos,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,37,-23.46336,-46.530821 
Guarulhos,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,37,-23.455751172,-46.490418016 
Guarulhos,2016,10,MASCULINO,MADRU,OUTROS,99999,17,-23.468181,-46.464034 
Guarulhos,2016,10,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,20,99999,99999 
Guarulhos,2016,10,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,27,-23.454215,-46.540063 
Guarulhos,2016,10,MASCULINO,MANHA,OUTROS,MOTOCICLETA,20,-23.456856,-46.491546 
Guarulhos,2016,10,MASCULINO,99999,CHOQUE,AUTOMOVEL,37,-23.443077074,-46.46959061 
Guarulhos,2016,10,MASCULINO,99999,COLISAO,AUTOMOVEL,37,-23.393402,-46.444046 
Guarulhos,2016,10,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,32,-23.356515,-46.406388 
Guarulhos,2016,10,MASCULINO,NOITE,COLISAO,BICICLETA,57,-23.417685,-46.441593 
Hortolandia,2016,10,MASCULINO,MADRU,OUTROS,MOTOCICLETA,27,-22.875590,-47.228773 
Hortolandia,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,42,-22.872343,-47.196815 
Iaras,2016,10,MASCULINO,MADRU,COLISAO,ONIBUS,37,-22.864227857,-49.159948988 
Ibira,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,37,-21.0310941448885,-49.2375294187803 
Ibitinga,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,47,-21.745882,-48.820394 
Ilha-Comprida,2016,10,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,52,-24.7244,-47.507329 
Ilha-Solteira,2016,10,MASCULINO,TARDE,COLISAO,AUTOMOVEL,20,-20.396053,-51.334429 
Ilhabela,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,32,-23.801953,-45.364946 
Indaiatuba,2016,10,MASCULINO,MADRU,COLISAO,MOTOCICLETA,42,-23.1106541365014,-47.2087901859572 
Indaiatuba,2016,10,MASCULINO,MANHA,99999,MOTOCICLETA,20,-23.0806618281819,-47.172635568123 
Irapua,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,67,-21.2507148171449,-49.3984577611276 
Itabera,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,52,-23.9139642532804,-49.0470972633124 
Itai,2016,10,MASCULINO,MADRU,99999,99999,42,-23.434866,-49.087518 
Itai,2016,10,MASCULINO,NOITE,OUTROS,MOTOCICLETA,57,-23.4427091051659,-49.1080905804615 
Itajobi,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,47,-21.3411183350719,-49.0537817958683 
Itajobi,2016,10,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,27,-21.327457,-49.091442 
Itapecerica-da-Serra,2016,10,FEMININO,99999,ATROPELAMENTO,PEDESTRE,99999,-23.7740211666336,-46.91360602373 
Itapecerica-da-Serra,2016,10,MASCULINO,MADRU,COLISAO,MOTOCICLETA,47,-23.7285883936679,-46.8458670043072 
Itapetininga,2016,10,MASCULINO,MADRU,ATROPELAMENTO,99999,27,-23.508733,-48.147956 
Itapetininga,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,47,-23.5459909606247,-48.2531956008637 
Itapetininga,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,52,-23.5459909606247,-48.2531956008637 
Itapetininga,2016,10,MASCULINO,MANHA,99999,99999,37,-23.5582127362801,-48.0863950030446 
Itapetininga,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80,-23.583118,-48.037798 
Itapetininga,2016,10,MASCULINO,NOITE,COLISAO,BICICLETA,37,-23.8368348879809,-48.1734367327239 
Itapetininga,2016,10,MASCULINO,NOITE,OUTROS,AUTOMOVEL,62,-23.557051,-48.012115 
Itapeva,2016,10,MASCULINO,MADRU,99999,MOTOCICLETA,20,-23.822039,-48.816488 
Itapevi,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,27,-23.5150936327374,-46.9641174564803 
Itaquaquecetuba,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,52,-23.481166,-46.353112 
Itaquaquecetuba,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,52,-23.46333,-46.337633 
Itaquaquecetuba,2016,10,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,27,-23.4421582345164,-46.2897866587312 
Itatiba,2016,10,FEMININO,TARDE,99999,99999,80,-23.002117991,-46.778326289 
Itatiba,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-23.015960,-46.843182 
Itirapina,2016,10,MASCULINO,TARDE,OUTROS,MOTOCICLETA,27,-22.300181,-47.906466 
Itu,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,99999,-23.2416801061503,-47.3157810374618 
Itu,2016,10,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-23.384903,-47.337609 
Jacarei,2016,10,MASCULINO,MADRU,OUTROS,AUTOMOVEL,20,-23.214785,-46.003230 
Jaguariuna,2016,10,MASCULINO,MANHA,99999,99999,42,-22.7037108455499,-47.0130388771739 
Jaguariuna,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,52,-22.9420338941637,-46.5518694520675 
Jandira,2016,10,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,47,-23.520817084,-46.909557849 
Jardinopolis,2016,10,MASCULINO,MANHA,OUTROS,AUTOMOVEL,27,-21.088815,-47.740648 
Jardinopolis,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,57,-21.036136,-47.837016 
Jardinopolis,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,42,-21.066187,-47.745416 
Jarinu,2016,10,MASCULINO,TARDE,99999,BICICLETA,27,99999,99999 
Jau,2016,10,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,20,-22.280865,-48.564579 
Jau,2016,10,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,47,-22.305892,-48.541952 
Jundiai,2016,10,FEMININO,NOITE,99999,AUTOMOVEL,67,-23.122255305,-46.954268217 
Jundiai,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,52,-23.183440970,-46.969728801 
Jundiai,2016,10,MASCULINO,MADRU,OUTROS,MOTOCICLETA,62,99999,99999 
Jundiai,2016,10,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,42,-23.173341718,-46.931367517 
Jundiai,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,57,-23.164013902,-46.899323583 
Jundiai,2016,10,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-23.18797,-46.849615 
Jundiai,2016,10,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,62,99999,99999 
Leme,2016,10,FEMININO,TARDE,OUTROS,AUTOMOVEL,17,-22.173740,-47.371792 
Leme,2016,10,FEMININO,TARDE,OUTROS,AUTOMOVEL,72,-22.173740,-47.371792 
Leme,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,42,-22.173740,-47.371792 
Leme,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,80,-22.173740,-47.371792 
Lencois-Paulista,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,72,-22.5559517875509,-48.8373382267199 
Limeira,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,37,-22.587564753,-47.367435694 
Limeira,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,-22.596584,-47.409274 
Limeira,2016,10,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,20,-22.564453,-47.405609 
Limeira,2016,10,MASCULINO,NOITE,99999,99999,47,99999,99999 
Limeira,2016,10,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-22.550863587,-47.461650968 
Lins,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,27,-21.673860,-49.758265 
Luis-Antonio,2016,10,MASCULINO,TARDE,COLISAO,CAMINHAO,52,-21.4992391406559,-47.7371190072043 
Mairinque,2016,10,FEMININO,MANHA,CHOQUE,AUTOMOVEL,32,-23.562265,-47.202759 
Mairinque,2016,10,MASCULINO,MADRU,99999,AUTOMOVEL,62,-23.561671,-47.202206 
Mairipora,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,77,-23.303145,-46.566667 
Mairipora,2016,10,MASCULINO,TARDE,OUTROS,MOTOCICLETA,32,-23.3716484572025,-46.5560499337328 
Marilia,2016,10,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-22.0856647252772,-49.8985219947262 
Marilia,2016,10,MASCULINO,NOITE,OUTROS,CAMINHAO,52,-22.2820358802948,-50.004799271362 
Martinopolis,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,20,-22.194727,-51.184048 
Matao,2016,10,MASCULINO,MADRU,COLISAO,BICICLETA,67,-21.6185916151847,-48.3356985020583 
Matao,2016,10,MASCULINO,MADRU,OUTROS,MOTOCICLETA,20,-21.531260000,-48.518150000 
Maua,2016,10,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,20,-23.597725,-46.444791 
Mendonca,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,27,-21.1615315487079,-49.6078896408009 
Meridiano,2016,10,FEMININO,NOITE,COLISAO,AUTOMOVEL,80,-20.35046488888,-50.108635538357 
Miguelopolis,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,27,-20.1850579453622,-47.9963939952241 
Miguelopolis,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,37,-20.1850579453622,-47.9963939952241 
Miracatu,2016,10,FEMININO,MADRU,COLISAO,AUTOMOVEL,37,-24.1174683238808,-47.2674804073262 
Miracatu,2016,10,FEMININO,MADRU,COLISAO,99999,99999,-24.1174683238808,-47.2674804073262 
Miracatu,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,17,-24.1174683238808,-47.2674804073262 
Miracatu,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,42,-24.1174683238808,-47.2674804073262 
Mirassol,2016,10,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,27,-20.807770000,-49.508830000 
Mirassol,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,17,-20.807770000,-49.508830000 
Mogi-das-Cruzes,2016,10,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,17,-23.505938,-46.169206 
Mogi-das-Cruzes,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,57,-23.530953,-46.182989 
Mogi-das-Cruzes,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,37,-23.414550,-46.207845 
Mogi-Guacu,2016,10,MASCULINO,MANHA,COLISAO,BICICLETA,62,-22.385599,-46.943503 
Mogi-Guacu,2016,10,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,17,-22.336566,-46.949507 
Mogi-Mirim,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,99999,99999 
Mongagua,2016,10,MASCULINO,MANHA,99999,MOTOCICLETA,42,-24.095005,-46.626442 
Monte-Aprazivel,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,62,-20.7664788483652,-49.6804013849099 
Natividade-da-Serra,2016,10,FEMININO,99999,99999,MOTOCICLETA,42,99999,99999 
Natividade-da-Serra,2016,10,MASCULINO,MADRU,OUTROS,AUTOMOVEL,37,-23.393674,-45.442939 
Natividade-da-Serra,2016,10,MASCULINO,MADRU,OUTROS,AUTOMOVEL,67,-23.393674,-45.442939 
Neves-Paulista,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,37,-20.876246,-49.656511 
Nipoa,2016,10,MASCULINO,NOITE,OUTROS,OUTROS,42,-20.940700,-49.843881 
Novo-Horizonte,2016,10,MASCULINO,MADRU,COLISAO,CAMINHAO,42,-21.46581694846,-49.1908216161264 
Novo-Horizonte,2016,10,MASCULINO,NOITE,COLISAO,BICICLETA,72,-21.476374,-49.206859 
Novo-Horizonte,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,62,-21.4184113454435,-49.3066759290833 
Olimpia,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,62,-20.7088579269475,-48.9691348708968 
Orlandia,2016,10,MASCULINO,NOITE,COLISAO,MOTOCICLETA,37,-20.7515447406268,-47.9133051607386 
Orlandia,2016,10,MASCULINO,TARDE,COLISAO,MOTOCICLETA,62,-20.7371376925038,-47.8751139883825 
Osasco,2016,10,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,52,-23.553305,-46.816334 
Osasco,2016,10,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,80,-23.534054,-46.783774 
Osasco,2016,10,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,52,-23.555438,-46.786949 
Osasco,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-23.494161,-46.794795 
Osasco,2016,10,MASCULINO,NOITE,COLISAO,BICICLETA,17,-23.530374708,-46.7903934 
Ourinhos,2016,10,MASCULINO,MADRU,OUTROS,MOTOCICLETA,20,-22.983297,-49.872211 
Ourinhos,2016,10,MASCULINO,TARDE,COLISAO,AUTOMOVEL,27,-22.9659003417249,-49.8649593328297 
Palmeira-d-Oeste,2016,10,MASCULINO,99999,COLISAO,MOTOCICLETA,62,-20.3986718144144,-50.7578821340942 
Paraguacu-Paulista,2016,10,MASCULINO,MADRU,99999,MOTOCICLETA,47,-22.3842083413308,-50.5618608597596 
Patrocinio-Paulista,2016,10,MASCULINO,NOITE,COLISAO,99999,99999,-20.621218845,-47.287203349 
Pederneiras,2016,10,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-22.337610000,-48.881610000 
Pedra-Bela,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,62,-22.803097430,-46.498039564 
Pedro-de-Toledo,2016,10,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,47,-24.29716228886,-47.2442588028588 
Penapolis,2016,10,MASCULINO,MANHA,COLISAO,AUTOMOVEL,67,-21.4858085108963,-50.213249713096 
Piedade,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-23.7679025129149,-47.41793113662 
Pindamonhangaba,2016,10,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,17,-22.947409,-45.501347 
Pindamonhangaba,2016,10,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,20,-22.916147,-45.47098 
Pindamonhangaba,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,27,-22.920293,-45.440779 
Piracicaba,2016,10,MASCULINO,MADRU,99999,99999,47,99999,99999 
Piracicaba,2016,10,MASCULINO,NOITE,CHOQUE,BICICLETA,57,99999,99999 
Pirangi,2016,10,FEMININO,NOITE,COLISAO,AUTOMOVEL,99999,-21.122771026711,-48.6611906023794 
Pirangi,2016,10,FEMININO,NOITE,OUTROS,AUTOMOVEL,17,-21.122771026711,-48.6611906023794 
Pirangi,2016,10,FEMININO,NOITE,OUTROS,AUTOMOVEL,17,-21.122771026711,-48.6611906023794 
Pirapozinho,2016,10,MASCULINO,MANHA,OUTROS,CAMINHAO,42,-22.2161741762491,-51.4379863393078 
Piratininga,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,27,-22.4159305116913,-49.1085536983681 
Pitangueiras,2016,10,FEMININO,NOITE,OUTROS,MOTOCICLETA,32,-20.9966559235869,-48.2188056348187 
Pitangueiras,2016,10,MASCULINO,NOITE,OUTROS,MOTOCICLETA,42,-20.9966559235869,-48.2188056348187 
Poa,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,20,-23.560626,-46.344417 
Poa,2016,10,MASCULINO,NOITE,99999,99999,47,-23.5120856089999,-46.337649444 
Pompeia,2016,10,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-22.105289,-50.179194 
Pongai,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,37,-21.7224133185389,-49.3843014364596 
Pongai,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,67,-21.7224133185389,-49.3843014364596 
Porto-Feliz,2016,10,MASCULINO,NOITE,COLISAO,AUTOMOVEL,42,-23.3519721950045,-47.5299402509015 
Porto-Ferreira,2016,10,MASCULINO,MADRU,COLISAO,AUTOMOVEL,52,-21.880200000,-47.486200000 
Praia-Grande,2016,10,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-24.035155,-46.513792 
Praia-Grande,2016,10,MASCULINO,MADRU,99999,99999,20,99999,99999 
Praia-Grande,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-24.025286,-46.462310 
Praia-Grande,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-24.0314429469163,-46.5081124945108 
Presidente-Epitacio,2016,10,FEMININO,MANHA,CHOQUE,MOTOCICLETA,32,-21.771080,-52.115313 
Presidente-Prudente,2016,10,FEMININO,NOITE,99999,MOTOCICLETA,20,-22.117997,-51.404278 
Presidente-Prudente,2016,10,MASCULINO,NOITE,CHOQUE,PEDESTRE,57,-22.11976,-51.373264 
Presidente-Prudente,2016,10,MASCULINO,NOITE,OUTROS,MOTOCICLETA,47,99999,99999 
Presidente-Prudente,2016,10,MASCULINO,TARDE,99999,99999,27,99999,99999 
Promissao,2016,10,MASCULINO,TARDE,COLISAO,MOTOCICLETA,67,-21.3330594152886,-49.7912875682571 
Promissao,2016,10,MASCULINO,TARDE,OUTROS,AUTOMOVEL,57,-21.5666263079476,-49.9329851699886 
Registro,2016,10,MASCULINO,TARDE,COLISAO,AUTOMOVEL,47,-24.4801821658501,-47.8307524902922 
Ribeirao-Pires,2016,10,MASCULINO,MANHA,OUTROS,AUTOMOVEL,20,-23.696365,-46.427234 
Ribeirao-Pires,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-23.6814513915797,-46.3614804226628 
Ribeirao-Preto,2016,10,FEMININO,TARDE,COLISAO,MOTOCICLETA,27,-21.152957,-47.842031 
Ribeirao-Preto,2016,10,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,47,-21.176407,-47.815481 
Ribeirao-Preto,2016,10,MASCULINO,MADRU,99999,99999,20,99999,99999 
Ribeirao-Preto,2016,10,MASCULINO,99999,99999,MOTOCICLETA,57,99999,99999 
Ribeirao-Preto,2016,10,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,67,-21.169153,-47.810979 
