MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude
Sao Paulo,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.514067,-46.514067
Sao Paulo,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-46.537242,-46.537242
Sao Paulo,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.779853,-46.779853
Sao Paulo,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,0-17,,
Sao Paulo,2017.0,1.0,Masculino,ND,ND,ND,45-49,,
Sao Paulo,2017.0,1.0,Masculino,ND,ND,Motocicleta,25-29,,
Sao Paulo,2017.0,1.0,Masculino,ND,Choque,Motocicleta,0-17,-46.376659000000004,-46.376659000000004
Sao Paulo,2017.0,1.0,Masculino,ND,Atropelamento,Pedestre,18-24,-46.468340000000005,-46.468340000000005
Sao Paulo,2017.0,1.0,Masculino,Manha,Outros,Bicicleta,45-49,,
Sao Paulo,2017.0,1.0,Masculino,Manha,ND,ND,50-54,-46.769363096827796,-46.769363096827796
Sao Paulo,2017.0,1.0,Masculino,Manha,Colisao,Motocicleta,30-34,,
Sao Paulo,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,ND,-46.733574,-46.733574
Sao Paulo,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.735083,-46.735083
Sao Paulo,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,60-64,,
Sao Paulo,2017.0,1.0,Masculino,ND,Outros,Bicicleta,40-44,-46.539274,-46.539274
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-46.606588,-46.606588
Sao Paulo,2017.0,1.0,Masculino,Noite,ND,Motocicleta,50-54,-46.591190000000005,-46.591190000000005
Sao Paulo,2017.0,1.0,Masculino,Noite,Outros,Motocicleta,0-17,-46.665609,-46.665609
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,50-54,-46.780602,-46.780602
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,0-17,-46.639641999999995,-46.639641999999995
Sao Paulo,2016.0,9.0,Feminino,Madrugada,ND,Motocicleta,0-17,-46.682155,-46.682155
Sao Paulo,2016.0,9.0,Feminino,Madrugada,Atropelamento,Pedestre,ND,-46.820565462,-46.820565462
Sao Paulo,2016.0,9.0,Feminino,Madrugada,Atropelamento,Pedestre,65-69,-46.428929,-46.428929
Sao Paulo,2016.0,9.0,Feminino,Madrugada,Atropelamento,Pedestre,65-69,-46.749164,-46.749164
Sao Paulo,2016.0,9.0,Feminino,Madrugada,Atropelamento,Pedestre,35-39,-46.570935,-46.570935
Sao Paulo,2016.0,9.0,Masculino,Noite,ND,Automovel,25-29,,
Sao Paulo,2016.0,9.0,Masculino,Noite,Outros,Motocicleta,30-34,-46.721033,-46.721033
Sao Paulo,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,50-54,-46.515857000000004,-46.515857000000004
Sao Paulo,2017.0,1.0,Masculino,Noite,Outros,Automovel,40-44,-46.5537,-46.5537
Sao Paulo,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-46.606196999999995,-46.606196999999995
Sao Paulo,2016.0,9.0,Masculino,Tarde,Choque,Automovel,0-17,-46.526232,-46.526232
Sao Paulo,2016.0,9.0,Masculino,Tarde,Colisao,Automovel,55-59,-46.515857000000004,-46.515857000000004
Sao Paulo,2016.0,9.0,Masculino,Tarde,Colisao,Automovel,55-59,-46.677941,-46.677941
Sao Paulo,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.67575,-46.67575
Sao Paulo,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.627783,-46.627783
Sao Paulo,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.661167,-46.661167
Sao Paulo,2016.0,9.0,Masculino,Tarde,ND,ND,18-24,-46.720808,-46.720808
Sao Paulo,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,45-49,-46.7784567146765,-46.7784567146765
Sao Paulo,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.7784567146765,-46.7784567146765
Sao Paulo,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.7471654037829,-46.7471654037829
Sao Paulo,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.495795,-46.495795
Sao Paulo,2017.0,2.0,Masculino,Tarde,ND,Motocicleta,0-17,-46.707397,-46.707397
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Colisao,Motocicleta,50-54,-46.724294,-46.724294
Sao Paulo,2016.0,8.0,Masculino,ND,Outros,Automovel,75-79,-46.5735896274053,-46.5735896274053
Sao Paulo,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,45-49,-46.60044,-46.60044
Sao Paulo,2016.0,8.0,Masculino,Tarde,Outros,Motocicleta,45-49,-46.699718,-46.699718
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.734924,-46.734924
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-46.469639791141006,-46.469639791141006
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-46.582995000000004,-46.582995000000004
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.712285909977105,-46.712285909977105
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.618581,-46.618581
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.720113,-46.720113
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-46.736825,-46.736825
Sao Paulo,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,18-24,-46.602901,-46.602901
Sao Paulo,2016.0,8.0,Masculino,ND,Outros,Motocicleta,25-29,-46.592445,-46.592445
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,45-49,-46.752814,-46.752814
Sao Paulo,2016.0,8.0,Masculino,ND,Atropelamento,Pedestre,ND,-46.715031,-46.715031
Sao Paulo,2016.0,8.0,Masculino,Manha,Outros,Motocicleta,45-49,-46.585516999999996,-46.585516999999996
Sao Paulo,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,30-34,-46.711299611999905,-46.711299611999905
Sao Paulo,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,30-34,-46.742775,-46.742775
Sao Paulo,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,25-29,-46.764860999999996,-46.764860999999996
Sao Paulo,2016.0,8.0,Masculino,Manha,Colisao,Automovel,55-59,-46.75264,-46.75264
Sao Paulo,2016.0,8.0,Masculino,Manha,Choque,Pedestre,75-79,-46.574904,-46.574904
Sao Paulo,2016.0,8.0,Masculino,Manha,Choque,Motocicleta,18-24,-46.785243,-46.785243
Sao Paulo,2016.0,8.0,Masculino,Manha,Choque,Motocicleta,18-24,-46.673807000000004,-46.673807000000004
Sao Paulo,2016.0,8.0,Masculino,Manha,Choque,Automovel,55-59,-46.528644,-46.528644
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,ND,-46.646520965,-46.646520965
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,75-79,-46.406227,-46.406227
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,75-79,-46.708219,-46.708219
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.569662,-46.569662
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,60-64,-46.658209,-46.658209
Sao Paulo,2016.0,8.0,Masculino,Tarde,Colisao,Automovel,60-64,-46.748129,-46.748129
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,50-54,-46.632669,-46.632669
Sao Paulo,2016.0,8.0,Masculino,Tarde,Colisao,Automovel,45-49,-46.744939,-46.744939
Sao Paulo,2016.0,8.0,Masculino,Tarde,Choque,Motocicleta,25-29,-46.633992,-46.633992
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Pedestre,70-74,-46.5771,-46.5771
Sao Paulo,2016.0,12.0,Masculino,Tarde,NE,Motocicleta,25-29,,
Sao Paulo,2016.0,12.0,Masculino,Tarde,Outros,Motocicleta,0-17,-46.402395,-46.402395
Sao Paulo,2016.0,12.0,Masculino,Tarde,Outros,Motocicleta,18-24,-46.618885,-46.618885
Sao Paulo,2016.0,12.0,ND,Tarde,Outros,Motocicleta,35-39,-46.452851,-46.452851
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.499818,-46.499818
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.606221000000005,-46.606221000000005
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,30-34,-46.598177,-46.598177
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,35-39,-46.712682,-46.712682
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,45-49,-46.546743,-46.546743
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,50-54,-46.537103,-46.537103
Sao Paulo,2016.0,8.0,Masculino,Noite,ND,Motocicleta,35-39,-46.643227483066305,-46.643227483066305
Sao Paulo,2016.0,8.0,Masculino,Noite,Outros,Automovel,30-34,-46.77219,-46.77219
Sao Paulo,2016.0,8.0,Masculino,Noite,Outros,Automovel,45-49,-46.524698,-46.524698
Sao Paulo,2016.0,8.0,Masculino,Noite,Outros,Bicicleta,50-54,,
Sao Paulo,2016.0,8.0,Masculino,Noite,Outros,Motocicleta,40-44,-46.677372,-46.677372
Sao Paulo,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.489565,-46.489565
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,40-44,-46.613872,-46.613872
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,40-44,-46.747535,-46.747535
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,18-24,-46.515357,-46.515357
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,18-24,-46.387190000000004,-46.387190000000004
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Automovel,70-74,-46.726946000000005,-46.726946000000005
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Automovel,30-34,-46.543546,-46.543546
Sao Paulo,2016.0,8.0,Masculino,Noite,Choque,Automovel,25-29,-46.576208,-46.576208
Sao Paulo,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,55-59,-46.644089,-46.644089
Sao Paulo,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,60-64,-46.644834,-46.644834
Sao Paulo,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,65-69,-46.575666,-46.575666
Sao Paulo,2016.0,8.0,Masculino,Tarde,Colisao,Automovel,35-39,-46.737572222,-46.737572222
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,40-44,-46.569662,-46.569662
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,40-44,-46.448496,-46.448496
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,25-29,-46.411640000000006,-46.411640000000006
Sao Paulo,2016.0,12.0,Masculino,Tarde,Choque,Motocicleta,40-44,-46.78909,-46.78909
Sao Paulo,2016.0,12.0,Masculino,Tarde,Choque,Motocicleta,18-24,-46.715937,-46.715937
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,25-29,-46.735008,-46.735008
Sao Paulo,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.425274,-46.425274
Sao Paulo,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-46.474511,-46.474511
Sao Paulo,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,70-74,-46.631977457999895,-46.631977457999895
Sao Paulo,2016.0,12.0,Masculino,Noite,Outros,Automovel,45-49,-46.469078,-46.469078
Sao Paulo,2016.0,12.0,Masculino,Noite,NE,NE,50-54,,
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,45-49,-46.729566999999996,-46.729566999999996
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,30-34,-46.682846000000005,-46.682846000000005
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.5677719610637,-46.5677719610637
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.759219,-46.759219
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.467997,-46.467997
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.722301,-46.722301
Sao Paulo,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.581644,-46.581644
Sao Paulo,2016.0,12.0,Masculino,Noite,Choque,Automovel,50-54,-46.55999298264379,-46.55999298264379
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.697860999999996,-46.697860999999996
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-46.628955,-46.628955
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-46.732602,-46.732602
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.631640000000004,-46.631640000000004
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.732834000000004,-46.732834000000004
Sao Paulo,2016.0,12.0,Masculino,Tarde,Choque,Bicicleta,0-17,-46.677422,-46.677422
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.684296999999994,-46.684296999999994
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.6140855873604,-46.6140855873604
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.622034,-46.622034
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,,
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.420334000000004,-46.420334000000004
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.681176,-46.681176
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,45-49,-46.591803000000006,-46.591803000000006
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.692177,-46.692177
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.587990999999995,-46.587990999999995
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.738085,-46.738085
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,25-29,-46.569662,-46.569662
Sao Paulo,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,25-29,-46.457384999999995,-46.457384999999995
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Outros,Motocicleta,18-24,-46.668032000000004,-46.668032000000004
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Choque,Motocicleta,25-29,-46.587990999999995,-46.587990999999995
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,18-24,-46.572858000000004,-46.572858000000004
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.437131813,-46.437131813
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.438265,-46.438265
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.715074,-46.715074
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,35-39,-46.390288,-46.390288
Sao Paulo,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.722467,-46.722467
Sao Paulo,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.522599,-46.522599
Sao Pedro,2016.0,8.0,ND,Noite,Colisao,Automovel,25-29,-47.9015068679656,-47.9015068679656
Sao Pedro,2016.0,12.0,Masculino,Manha,Colisao,Automovel,55-59,-47.852933619032605,-47.852933619032605
Sao Pedro,2016.0,8.0,Masculino,Manha,Outros,Caminhao,40-44,-48.004725,-48.004725
Sao Pedro,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,40-44,-48.013403649515496,-48.013403649515496
Sao Pedro,2017.0,1.0,Masculino,Tarde,Colisao,Caminhao,40-44,-47.943606074197504,-47.943606074197504
Sao Pedro,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,70-74,-47.860414803999994,-47.860414803999994
Sao Pedro,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-47.9015068679656,-47.9015068679656
Sao Pedro Do Turvo,2016.0,9.0,Masculino,Manha,Atropelamento,Outros,0-17,-49.74216,-49.74216
Sao Pedro Do Turvo,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,40-44,-49.772713,-49.772713
Sao Pedro Do Turvo,2017.0,4.0,Feminino,Manha,Choque,Automovel,35-39,-49.889553985077,-49.889553985077
Sao Roque,2016.0,12.0,Masculino,Noite,Outros,Motocicleta,0-17,-47.1282321696094,-47.1282321696094
Sao Roque,2017.0,4.0,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-47.137083000000004,-47.137083000000004
Sao Roque,2017.0,3.0,Masculino,Madrugada,Colisao,Automovel,35-39,-47.1089457301052,-47.1089457301052
Sao Roque,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,60-64,-47.0731931903903,-47.0731931903903
Sao Roque,2017.0,4.0,Masculino,Tarde,Outros,Outros,50-54,-47.08985,-47.08985
Sao Roque,2017.0,2.0,Masculino,Manha,Choque,Motocicleta,30-34,,
Sao Roque,2017.0,3.0,Masculino,Noite,ND,ND,25-29,-47.140049,-47.140049
Sao Roque,2017.0,3.0,Masculino,Noite,Colisao,Motocicleta,40-44,-47.067516,-47.067516
Sao Roque,2017.0,3.0,Masculino,Noite,Colisao,Motocicleta,18-24,-47.16277615,-47.16277615
Sao Roque,2017.0,4.0,Masculino,Madrugada,ND,ND,35-39,-47.148373,-47.148373
Sao Roque,2017.0,4.0,Masculino,ND,Outros,Automovel,40-44,-47.140729,-47.140729
Sao Roque,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-47.134691,-47.134691
Sao Roque,2016.0,10.0,Masculino,Noite,Outros,ND,45-49,-47.0957610584986,-47.0957610584986
Sao Sebastiao,2016.0,12.0,Masculino,Madrugada,Outros,Caminhao,30-34,-45.5863165704745,-45.5863165704745
Sao Sebastiao,2016.0,12.0,Masculino,Madrugada,Outros,Caminhao,18-24,-45.5863165704745,-45.5863165704745
Sao Sebastiao,2017.0,1.0,Masculino,Noite,ND,Motocicleta,55-59,,
Sao Sebastiao,2017.0,1.0,Masculino,Manha,Colisao,Motocicleta,55-59,-45.672974088000004,-45.672974088000004
Sao Sebastiao,2017.0,1.0,Masculino,Manha,Outros,Caminhao,55-59,-45.5863165704745,-45.5863165704745
Sao Sebastiao,2017.0,1.0,Masculino,Tarde,Outros,Motocicleta,18-24,-45.5463323515703,-45.5463323515703
Sao Sebastiao,2016.0,10.0,Masculino,Noite,Colisao,Bicicleta,40-44,-45.6396783741409,-45.6396783741409
Sao Sebastiao,2016.0,10.0,Masculino,Noite,ND,Motocicleta,18-24,-45.598234999999995,-45.598234999999995
Sao Sebastiao,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-45.616096999999996,-45.616096999999996
Sao Sebastiao,2016.0,8.0,Feminino,Manha,Colisao,Motocicleta,30-34,-45.546337,-45.546337
Sao Sebastiao,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,60-64,-45.672974088000004,-45.672974088000004
Sao Sebastiao Da Grama,2017.0,2.0,Masculino,ND,Colisao,Automovel,35-39,-46.8452406721881,-46.8452406721881
Sao Simao,2016.0,8.0,Masculino,Noite,Colisao,Automovel,60-64,-47.64107339879379,-47.64107339879379
Sao Simao,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,35-39,-47.64107339879379,-47.64107339879379
Sao Simao,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,30-34,-47.642481023,-47.642481023
Sao Simao,2017.0,3.0,Feminino,Tarde,Choque,Automovel,18-24,-47.451996,-47.451996
Sao Vicente,2016.0,10.0,Masculino,Manha,Outros,Bicicleta,65-69,,
Sao Vicente,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,ND,-46.405712305989596,-46.405712305989596
Sao Vicente,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,55-59,-46.4596587322338,-46.4596587322338
Sao Vicente,2016.0,8.0,Masculino,Tarde,Colisao,Bicicleta,50-54,-46.484884,-46.484884
Sao Vicente,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,75-79,-46.3622,-46.3622
Sao Vicente,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,45-49,-46.379725,-46.379725
Sao Vicente,2016.0,9.0,Feminino,Tarde,Outros,Onibus,80 Ou Mais,-46.392589,-46.392589
Sao Vicente,2016.0,11.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.397732,-46.397732
Sao Vicente,2016.0,11.0,Masculino,Madrugada,ND,Motocicleta,40-44,-46.47688,-46.47688
Sao Vicente,2016.0,11.0,Masculino,ND,Atropelamento,Pedestre,80 Ou Mais,,
Sao Vicente,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.4015783180858,-46.4015783180858
Sao Vicente,2016.0,10.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.422948911194105,-46.422948911194105
Sao Vicente,2017.0,3.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.406365,-46.406365
Sao Vicente,2016.0,12.0,Masculino,Manha,Choque,Motocicleta,18-24,-46.390421999999994,-46.390421999999994
Sao Vicente,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.491841,-46.491841
Sao Vicente,2017.0,2.0,Feminino,Tarde,Atropelamento,Pedestre,35-39,-46.362065,-46.362065
Sao Vicente,2017.0,2.0,Feminino,Noite,Atropelamento,Motocicleta,50-54,-46.463399138999904,-46.463399138999904
Sao Vicente,2016.0,12.0,Feminino,Noite,Atropelamento,Pedestre,50-54,-46.384757,-46.384757
Sao Vicente,2017.0,1.0,Masculino,Tarde,Outros,Motocicleta,45-49,,
Sao Vicente,2017.0,1.0,Masculino,Manha,Colisao,Automovel,18-24,-46.441155,-46.441155
Sao Vicente,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.376114,-46.376114
Sao Vicente,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,,
Sao Vicente,2017.0,1.0,Feminino,Noite,Atropelamento,Pedestre,0-17,,
Sao Vicente,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-46.493789857006995,-46.493789857006995
Sao Vicente,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-46.4015783180858,-46.4015783180858
Sao Vicente,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,55-59,-46.467488,-46.467488
Sao Vicente,2016.0,12.0,Masculino,Tarde,Choque,Automovel,30-34,-46.461180999999996,-46.461180999999996
Sao Vicente,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.38422,-46.38422
Sao Vicente,2016.0,12.0,Masculino,Tarde,Colisao,Automovel,60-64,-46.398309999999995,-46.398309999999995
Sao Vicente,2017.0,3.0,Masculino,Tarde,Outros,Motocicleta,18-24,-46.411624020150605,-46.411624020150605
Sarapui,2016.0,10.0,Masculino,Manha,ND,ND,40-44,-47.82283604,-47.82283604
Sarutaia,2016.0,9.0,Feminino,Manha,Colisao,Automovel,60-64,-49.441659107193296,-49.441659107193296
Serra Negra,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,50-54,-46.637929,-46.637929
Serra Negra,2016.0,10.0,Masculino,Manha,Colisao,Motocicleta,30-34,-46.683902887980096,-46.683902887980096
Serra Negra,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,50-54,-46.725830626000004,-46.725830626000004
Serra Negra,2016.0,10.0,Feminino,Manha,Outros,Motocicleta,25-29,-46.696276759206704,-46.696276759206704
Serra Negra,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,50-54,-46.710257648,-46.710257648
Serra Negra,2016.0,11.0,Masculino,Noite,Choque,Motocicleta,30-34,-46.663752054888896,-46.663752054888896
Serrana,2017.0,3.0,Feminino,Tarde,Colisao,Automovel,30-34,-47.6610788789076,-47.6610788789076
Serrana,2016.0,8.0,Masculino,Noite,Colisao,Automovel,25-29,-47.64533340931371,-47.64533340931371
Serrana,2016.0,11.0,Masculino,Madrugada,Atropelamento,Pedestre,70-74,-47.610788,-47.610788
Serrana,2016.0,8.0,Feminino,Noite,Colisao,Automovel,18-24,-47.64533340931371,-47.64533340931371
Serrana,2016.0,12.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-47.611734999999996,-47.611734999999996
Sertaozinho,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,25-29,-47.9748934082549,-47.9748934082549
Sertaozinho,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,65-69,,
Sertaozinho,2016.0,10.0,Feminino,Noite,ND,Motocicleta,25-29,-48.012227,-48.012227
Sertaozinho,2016.0,10.0,Feminino,Tarde,Outros,Automovel,0-17,-48.08557,-48.08557
Sertaozinho,2017.0,2.0,Masculino,Madrugada,Colisao,Automovel,30-34,-47.901291376,-47.901291376
Sertaozinho,2017.0,2.0,Masculino,ND,Colisao,Motocicleta,18-24,-47.972346038999994,-47.972346038999994
Sertaozinho,2017.0,2.0,Masculino,ND,Colisao,Motocicleta,60-64,-48.004409,-48.004409
Sertaozinho,2017.0,3.0,Masculino,Noite,Choque,Automovel,18-24,-47.881176,-47.881176
Sertaozinho,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,40-44,-47.9845515432415,-47.9845515432415
Sertaozinho,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,70-74,-47.987361342,-47.987361342
Sertaozinho,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,45-49,-47.983087,-47.983087
Sete Barras,2016.0,12.0,Masculino,Noite,NE,NE,75-79,-47.926795,-47.926795
Sete Barras,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,30-34,-47.8883094392243,-47.8883094392243
Severinia,2017.0,1.0,Masculino,Noite,Colisao,Automovel,50-54,-48.77231660891071,-48.77231660891071
Silveiras,2016.0,8.0,Masculino,Manha,Choque,Caminhao,35-39,-44.808186,-44.808186
Silveiras,2016.0,8.0,Masculino,Manha,Choque,Caminhao,40-44,-44.808186,-44.808186
Silveiras,2017.0,3.0,Masculino,Tarde,Outros,Motocicleta,70-74,,
Silveiras,2016.0,10.0,Masculino,Noite,Outros,Motocicleta,18-24,-44.8566362610987,-44.8566362610987
