MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude
Sao Paulo,2016.0,10.0,Feminino,Manha,Atropelamento,Pedestre,0-17,-46.750376,-46.750376
Sao Paulo,2016.0,10.0,Feminino,Manha,Atropelamento,Pedestre,55-59,-46.680333000000005,-46.680333000000005
Sao Paulo,2016.0,10.0,Feminino,Manha,Atropelamento,Pedestre,60-64,-46.699946999999995,-46.699946999999995
Sao Paulo,2016.0,10.0,Feminino,Manha,Choque,Automovel,0-17,-46.692832,-46.692832
Sao Paulo,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,0-17,-46.400484999999996,-46.400484999999996
Sao Paulo,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,18-24,-46.400484999999996,-46.400484999999996
Sao Paulo,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,35-39,-46.606418,-46.606418
Sao Paulo,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,45-49,-46.606418,-46.606418
Sao Paulo,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,65-69,-46.574411,-46.574411
Sao Paulo,2016.0,10.0,Feminino,Tarde,Atropelamento,Pedestre,75-79,-46.584610999999995,-46.584610999999995
Sao Paulo,2016.0,10.0,Feminino,Tarde,Outros,Motocicleta,30-34,-46.734974,-46.734974
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-46.7422669699421,-46.7422669699421
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-46.598734,-46.598734
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,55-59,-46.664023,-46.664023
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-46.648877,-46.648877
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-46.696244,-46.696244
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,0-17,-46.4793114143249,-46.4793114143249
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,30-34,-46.501352000000004,-46.501352000000004
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,30-34,-46.620773,-46.620773
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Choque,Motocicleta,0-17,-46.710122,-46.710122
Sao Paulo,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,45-49,-46.521445,-46.521445
Sao Paulo,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,45-49,-46.8063117749268,-46.8063117749268
Sao Paulo,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,ND,-46.506696999999996,-46.506696999999996
Sao Paulo,2016.0,10.0,Masculino,Noite,ND,ND,0-17,-46.691934,-46.691934
Sao Paulo,2016.0,11.0,Masculino,Noite,Choque,Motocicleta,30-34,-46.561734,-46.561734
Sao Paulo,2016.0,11.0,Masculino,Noite,Choque,Motocicleta,30-34,-46.761561,-46.761561
Sao Paulo,2016.0,11.0,Masculino,Noite,Choque,Motocicleta,25-29,-46.503374,-46.503374
Sao Paulo,2016.0,11.0,Masculino,Noite,Choque,Bicicleta,50-54,-46.580341,-46.580341
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.571444629340895,-46.571444629340895
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.688556,-46.688556
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.573459,-46.573459
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.7531932611297,-46.7531932611297
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-46.58691090600001,-46.58691090600001
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-46.707396,-46.707396
Sao Paulo,2016.0,11.0,Masculino,Noite,Atropelamento,Motocicleta,30-34,-46.707396,-46.707396
Sao Paulo,2016.0,11.0,Masculino,ND,Outros,Caminhao,50-54,-46.653873,-46.653873
Sao Paulo,2016.0,11.0,Masculino,ND,ND,ND,18-24,,
Sao Paulo,2016.0,11.0,Masculino,ND,Atropelamento,Pedestre,45-49,-46.745371999999996,-46.745371999999996
Sao Paulo,2016.0,11.0,Masculino,Manha,Outros,Motocicleta,30-34,-46.531653999999996,-46.531653999999996
Sao Paulo,2016.0,11.0,Masculino,Manha,Colisao,Motocicleta,45-49,-46.735248999999996,-46.735248999999996
Sao Paulo,2016.0,11.0,Masculino,Manha,Colisao,Motocicleta,35-39,-46.611453999999995,-46.611453999999995
Sao Paulo,2016.0,11.0,Masculino,Manha,Colisao,Motocicleta,30-34,-46.445377,-46.445377
Sao Paulo,2016.0,11.0,Masculino,Manha,Colisao,Motocicleta,25-29,-46.526049,-46.526049
Sao Paulo,2016.0,11.0,Masculino,Manha,Choque,Automovel,55-59,-46.680975,-46.680975
Sao Paulo,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,ND,-46.6449106544191,-46.6449106544191
Sao Paulo,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.652427,-46.652427
Sao Paulo,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.571258847009204,-46.571258847009204
Sao Paulo,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,55-59,-46.773222,-46.773222
Sao Paulo,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,50-54,,
Sao Paulo,2016.0,11.0,Masculino,Noite,Colisao,Bicicleta,55-59,-46.641471,-46.641471
Sao Paulo,2016.0,11.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.506704,-46.506704
Sao Paulo,2016.0,11.0,Masculino,Noite,Outros,Caminhao,25-29,-46.672202,-46.672202
Sao Paulo,2016.0,11.0,Masculino,Noite,Outros,Motocicleta,18-24,-46.794211,-46.794211
Sao Paulo,2016.0,10.0,Masculino,Noite,ND,ND,30-34,,
Sao Paulo,2016.0,10.0,Masculino,Noite,Outros,Motocicleta,18-24,-46.680842,-46.680842
Sao Paulo,2016.0,10.0,Masculino,Noite,Outros,Motocicleta,35-39,-46.634477461,-46.634477461
Sao Paulo,2016.0,10.0,Masculino,Tarde,Atropelamento,Pedestre,18-24,-46.775074078120696,-46.775074078120696
Sao Paulo,2016.0,10.0,Masculino,Tarde,Atropelamento,Pedestre,55-59,-46.493553999999996,-46.493553999999996
Sao Paulo,2016.0,10.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-46.490111999999996,-46.490111999999996
Sao Paulo,2016.0,10.0,Masculino,Tarde,Choque,Automovel,45-49,-46.581977,-46.581977
Sao Paulo,2016.0,10.0,Masculino,Tarde,Choque,Motocicleta,35-39,-46.622122999999995,-46.622122999999995
Sao Paulo,2016.0,10.0,Masculino,Tarde,Choque,Pedestre,50-54,-46.581977,-46.581977
Sao Paulo,2016.0,10.0,Masculino,Tarde,Colisao,Bicicleta,0-17,-46.78062,-46.78062
Sao Paulo,2016.0,10.0,Masculino,Tarde,Colisao,Bicicleta,30-34,-46.486514,-46.486514
Sao Paulo,2016.0,10.0,Masculino,Tarde,Outros,Automovel,70-74,-46.650603000000004,-46.650603000000004
Sao Paulo,2016.0,11.0,Masculino,Madrugada,Outros,Motocicleta,18-24,-46.4979806009999,-46.4979806009999
Sao Paulo,2016.0,10.0,Masculino,Tarde,Outros,Motocicleta,18-24,-46.691456,-46.691456
Sao Paulo,2016.0,11.0,Masculino,Tarde,ND,ND,25-29,-46.6294585120407,-46.6294585120407
Sao Paulo,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.740815999999995,-46.740815999999995
Sao Paulo,2016.0,11.0,Masculino,Tarde,Colisao,Bicicleta,18-24,-46.622561,-46.622561
Sao Paulo,2016.0,11.0,Masculino,Tarde,Choque,Motocicleta,25-29,-46.740291,-46.740291
Sao Paulo,2016.0,11.0,Masculino,Tarde,Choque,Automovel,35-39,-46.463988,-46.463988
Sao Paulo,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-46.507635,-46.507635
Sao Paulo,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,55-59,-46.775074078120696,-46.775074078120696
Sao Paulo,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,40-44,-46.769245,-46.769245
Sao Paulo,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,35-39,-46.709247999999995,-46.709247999999995
Sao Paulo,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,25-29,-46.697179999999996,-46.697179999999996
Sao Paulo,2016.0,11.0,Masculino,Noite,Outros,Motocicleta,35-39,-46.625004,-46.625004
Sao Paulo,2016.0,11.0,Masculino,Noite,Outros,Motocicleta,25-29,-46.585249,-46.585249
Sao Paulo,2016.0,11.0,Masculino,Tarde,ND,ND,55-59,-46.577605,-46.577605
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-46.5792768097828,-46.5792768097828
Sao Paulo,2016.0,12.0,Feminino,Noite,Atropelamento,Pedestre,45-49,-46.582823,-46.582823
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.643364,-46.643364
Sao Paulo,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,60-64,-46.779052,-46.779052
Sao Paulo,2016.0,9.0,Masculino,Tarde,Outros,Motocicleta,18-24,-46.716716,-46.716716
Sao Paulo,2017.0,2.0,Feminino,Madrugada,Atropelamento,Pedestre,40-44,-46.7055172863436,-46.7055172863436
Sao Paulo,2017.0,2.0,Feminino,Madrugada,Choque,Automovel,70-74,-46.760358000000004,-46.760358000000004
Sao Paulo,2017.0,2.0,Feminino,Madrugada,Colisao,Automovel,0-17,-46.526152,-46.526152
Sao Paulo,2017.0,2.0,Feminino,Manha,Atropelamento,Pedestre,60-64,-46.463733000000005,-46.463733000000005
Sao Paulo,2017.0,2.0,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.761612995057106,-46.761612995057106
Sao Paulo,2017.0,2.0,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.686265999999996,-46.686265999999996
Sao Paulo,2017.0,2.0,Feminino,Manha,Atropelamento,Pedestre,ND,-46.571258847009204,-46.571258847009204
Sao Paulo,2017.0,2.0,Feminino,Manha,Choque,Automovel,25-29,-46.71604,-46.71604
Sao Paulo,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,60-64,-46.397218,-46.397218
Sao Paulo,2017.0,2.0,Feminino,Manha,Colisao,Motocicleta,45-49,-46.70589654888929,-46.70589654888929
Sao Paulo,2017.0,2.0,Feminino,Manha,Outros,Automovel,35-39,-46.536467,-46.536467
Sao Paulo,2017.0,2.0,Feminino,ND,ND,ND,25-29,-46.712285909977105,-46.712285909977105
Sao Paulo,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,35-39,-46.6829804995726,-46.6829804995726
Sao Paulo,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,65-69,-46.7479275507401,-46.7479275507401
Sao Paulo,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,70-74,-46.455929,-46.455929
Sao Paulo,2017.0,2.0,Feminino,Tarde,Atropelamento,Pedestre,60-64,-46.680907,-46.680907
Sao Paulo,2017.0,2.0,Feminino,Tarde,Atropelamento,Pedestre,75-79,-46.501930021199996,-46.501930021199996
Sao Paulo,2017.0,2.0,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.64119895499989,-46.64119895499989
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-46.501838772000504,-46.501838772000504
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-46.641378487999894,-46.641378487999894
Sao Paulo,2017.0,2.0,Feminino,Manha,Outros,Automovel,30-34,-46.536467,-46.536467
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.643438085747206,-46.643438085747206
Sao Paulo,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-46.502522,-46.502522
Sao Paulo,2017.0,1.0,Feminino,Manha,Choque,Motocicleta,55-59,-46.413201,-46.413201
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,25-29,-46.5792768097828,-46.5792768097828
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,25-29,-46.714521000000005,-46.714521000000005
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,0-17,-46.790011,-46.790011
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Caminhao,45-49,-46.7683314433228,-46.7683314433228
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Automovel,55-59,-46.4885,-46.4885
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Automovel,40-44,-46.749681,-46.749681
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Automovel,18-24,-46.590866999999996,-46.590866999999996
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Choque,Motocicleta,25-29,-46.707593,-46.707593
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.721538,-46.721538
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-46.790841,-46.790841
Sao Paulo,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,70-74,-46.714926,-46.714926
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,55-59,,
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.423102,-46.423102
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,40-44,-46.628939,-46.628939
Sao Paulo,2017.0,1.0,Feminino,Tarde,ND,ND,55-59,-46.656269,-46.656269
Sao Paulo,2017.0,1.0,Feminino,Tarde,Choque,Automovel,65-69,-46.666088,-46.666088
Sao Paulo,2017.0,1.0,Feminino,Tarde,Atropelamento,Pedestre,75-79,-46.572134000000005,-46.572134000000005
Sao Paulo,2017.0,1.0,Feminino,Tarde,Atropelamento,Pedestre,55-59,-46.69279,-46.69279
Sao Paulo,2017.0,1.0,Feminino,Noite,Atropelamento,Pedestre,40-44,-46.573291999999995,-46.573291999999995
Sao Paulo,2017.0,1.0,Feminino,Noite,Atropelamento,Pedestre,35-39,-46.51206,-46.51206
Sao Paulo,2017.0,1.0,Feminino,ND,Atropelamento,Pedestre,70-74,,
Sao Paulo,2017.0,1.0,Feminino,Manha,ND,ND,18-24,,
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.506746,-46.506746
Sao Paulo,2017.0,1.0,Masculino,Madrugada,Colisao,Onibus,40-44,-46.72428,-46.72428
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.4702087179636,-46.4702087179636
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Choque,Automovel,40-44,-46.382908600978205,-46.382908600978205
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.59370690589971,-46.59370690589971
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,65-69,,
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,65-69,,
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-46.604403060521705,-46.604403060521705
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.567615999999994,-46.567615999999994
Sao Paulo,2017.0,2.0,Masculino,Noite,Choque,Automovel,25-29,-46.788006,-46.788006
Sao Paulo,2017.0,2.0,Masculino,Noite,Choque,Motocicleta,0-17,-46.761914000000004,-46.761914000000004
Sao Paulo,2017.0,2.0,Masculino,Noite,Colisao,Bicicleta,30-34,-46.4939381127061,-46.4939381127061
Sao Paulo,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.46453210856979,-46.46453210856979
Sao Paulo,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.779796000000005,-46.779796000000005
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-46.707669,-46.707669
Sao Paulo,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,45-49,-46.406695,-46.406695
Sao Paulo,2017.0,2.0,Masculino,Noite,Outros,Motocicleta,35-39,-46.50788138901589,-46.50788138901589
Sao Paulo,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,30-34,-46.6457318084117,-46.6457318084117
Sao Paulo,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,50-54,-46.710550341847494,-46.710550341847494
Sao Paulo,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,50-54,-46.6457820569355,-46.6457820569355
Sao Paulo,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,65-69,-46.521686584962104,-46.521686584962104
Sao Paulo,2017.0,2.0,Masculino,Tarde,Choque,Automovel,80 Ou Mais,-46.6441667880275,-46.6441667880275
Sao Paulo,2017.0,2.0,Masculino,Tarde,Choque,Motocicleta,30-34,-46.527971056927,-46.527971056927
Sao Paulo,2017.0,2.0,Masculino,Tarde,Choque,ND,30-34,-46.725004,-46.725004
Sao Paulo,2017.0,2.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.659986583542796,-46.659986583542796
Sao Paulo,2017.0,2.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.627093,-46.627093
Sao Paulo,2017.0,2.0,Masculino,Noite,Outros,Motocicleta,30-34,-46.607306,-46.607306
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Choque,Automovel,18-24,-46.571258847009204,-46.571258847009204
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-46.508969,-46.508969
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,35-39,-46.5695177788873,-46.5695177788873
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.739303216497795,-46.739303216497795
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Choque,Motocicleta,55-59,-46.4394618118695,-46.4394618118695
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Colisao,Automovel,0-17,-46.526152,-46.526152
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.619149,-46.619149
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Colisao,Motocicleta,45-49,-46.716301,-46.716301
Sao Paulo,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.693915000000004,-46.693915000000004
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Colisao,Motocicleta,ND,-46.574442,-46.574442
Sao Paulo,2017.0,2.0,Masculino,Madrugada,Outros,Motocicleta,0-17,,
Sao Paulo,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,45-49,-46.742269,-46.742269
Sao Paulo,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,60-64,,
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.49480818872,-46.49480818872
Sao Paulo,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.635822628,-46.635822628
Sao Paulo,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.503713,-46.503713
Sao Paulo,2017.0,2.0,Masculino,Manha,Choque,Motocicleta,18-24,-46.443761,-46.443761
Sao Paulo,2017.0,2.0,Masculino,Manha,Colisao,Motocicleta,18-24,-46.6445874681613,-46.6445874681613
Sao Paulo,2017.0,2.0,Masculino,Manha,ND,Bicicleta,25-29,-46.748821,-46.748821
Sao Paulo,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,0-17,,
Sao Paulo,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,50-54,-46.415527000000004,-46.415527000000004
Sao Paulo,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,60-64,,
Sao Paulo,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,70-74,,
Sao Paulo,2017.0,2.0,Masculino,ND,Outros,Pedestre,65-69,,
Sao Paulo,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,30-34,-46.571943917522496,-46.571943917522496
Sao Paulo,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,75-79,-46.43657,-46.43657
Sao Paulo,2017.0,2.0,Masculino,Tarde,Colisao,Motocicleta,55-59,-46.6027299359152,-46.6027299359152
Sao Paulo,2017.0,1.0,Masculino,Madrugada,ND,Motocicleta,25-29,-46.65279,-46.65279
Sao Paulo,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,0-17,-46.733569,-46.733569
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,45-49,-46.691175,-46.691175
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,30-34,-46.59519,-46.59519
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.707578999999996,-46.707578999999996
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.707578999999996,-46.707578999999996
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,0-17,-46.444334999999995,-46.444334999999995
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,0-17,-46.743320000000004,-46.743320000000004
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.763975,-46.763975
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,25-29,-46.67922,-46.67922
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,18-24,-46.707539000000004,-46.707539000000004
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,18-24,-46.693046,-46.693046
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Colisao,Caminhao,65-69,-46.6329435435892,-46.6329435435892
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,18-24,-46.693046,-46.693046
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.593428,-46.593428
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-46.693046,-46.693046
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.696298999999996,-46.696298999999996
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-46.714982,-46.714982
Sao Paulo,2016.0,9.0,Feminino,Tarde,ND,ND,30-34,-46.756489125,-46.756489125
Sao Paulo,2016.0,9.0,Feminino,Tarde,Colisao,Motocicleta,45-49,-46.586633,-46.586633
Sao Paulo,2016.0,9.0,Feminino,Tarde,Atropelamento,Pedestre,70-74,-46.476797999999995,-46.476797999999995
Sao Paulo,2016.0,9.0,Feminino,Tarde,Atropelamento,Pedestre,65-69,-46.707394,-46.707394
Sao Paulo,2016.0,9.0,Feminino,Noite,Atropelamento,Pedestre,65-69,-46.502188646998604,-46.502188646998604
Sao Paulo,2016.0,9.0,Feminino,Noite,Atropelamento,Pedestre,55-59,-46.470784436,-46.470784436
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.548722999999995,-46.548722999999995
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,ND,-46.672948999999996,-46.672948999999996
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.748089,-46.748089
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Outros,Automovel,ND,-46.781898,-46.781898
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-46.57591,-46.57591
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-46.762370000000004,-46.762370000000004
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-46.446196,-46.446196
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.621368,-46.621368
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.465004,-46.465004
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.629587,-46.629587
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-46.7128355097058,-46.7128355097058
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,35-39,-46.603678,-46.603678
Sao Paulo,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,18-24,-46.634322,-46.634322
Sao Paulo,2016.0,9.0,Masculino,ND,Colisao,Motocicleta,25-29,-46.767625,-46.767625
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Outros,Automovel,18-24,-46.781898,-46.781898
Sao Paulo,2016.0,9.0,Masculino,ND,Atropelamento,Pedestre,55-59,-46.763975,-46.763975
Sao Paulo,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,55-59,-46.666144,-46.666144
Sao Paulo,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,30-34,-46.724477,-46.724477
Sao Paulo,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,18-24,-46.687927,-46.687927
Sao Paulo,2016.0,9.0,Masculino,Manha,Colisao,Automovel,25-29,-46.585491,-46.585491
Sao Paulo,2016.0,9.0,Masculino,Manha,Choque,Motocicleta,40-44,-46.527221999999995,-46.527221999999995
Sao Paulo,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.636545,-46.636545
Sao Paulo,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.602471,-46.602471
Sao Paulo,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,65-69,-46.595813261526295,-46.595813261526295
Sao Paulo,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,60-64,-46.646828,-46.646828
Sao Paulo,2016.0,9.0,Masculino,Madrugada,Outros,Motocicleta,25-29,-46.799279999999996,-46.799279999999996
Sao Paulo,2016.0,9.0,Masculino,Manha,Outros,Motocicleta,35-39,-46.727584,-46.727584
Sao Paulo,2017.0,1.0,Masculino,Madrugada,ND,Motocicleta,45-49,-46.7643269193493,-46.7643269193493
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.652097,-46.652097
Sao Paulo,2016.0,9.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-46.69792,-46.69792
Sao Paulo,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.428447999999996,-46.428447999999996
Sao Paulo,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.754524112,-46.754524112
Sao Paulo,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.664499,-46.664499
Sao Paulo,2017.0,1.0,Masculino,Noite,Colisao,Automovel,ND,-46.723279,-46.723279
Sao Paulo,2017.0,1.0,Masculino,Noite,Choque,Motocicleta,30-34,-46.63673,-46.63673
Sao Paulo,2017.0,1.0,Masculino,Noite,Choque,Motocicleta,18-24,-46.639493,-46.639493
Sao Paulo,2017.0,1.0,Masculino,Noite,Choque,Bicicleta,40-44,-46.652325,-46.652325
Sao Paulo,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.729293,-46.729293
